number,values_0,params_activation,params_batch_size,params_beta,params_beta_warmup_rounds,params_clip_abs,params_dropout,params_first_layer,params_grad_clip,params_latent_dim,params_layer_1_dropoff,params_layer_2_dropoff,params_layer_3_dropoff,params_local_epochs,params_lr,params_n_layers,params_recon_type,params_score_type,params_server_beta1,params_server_beta2,params_server_lr,params_server_tau,params_sgd_momentum,params_sgd_nesterov,params_weight_decay,user_attrs_NF-BoT-IoT-v3__test_auroc,user_attrs_NF-BoT-IoT-v3__val_auroc,user_attrs_NF-CICIDS2018-v3__test_auroc,user_attrs_NF-CICIDS2018-v3__val_auroc,user_attrs_NF-ToN-IoT-v3__test_auroc,user_attrs_NF-ToN-IoT-v3__val_auroc,user_attrs_activation,user_attrs_aggregation_method,user_attrs_batch_size,user_attrs_beta,user_attrs_beta_warmup_rounds,user_attrs_clip_abs,user_attrs_clip_max,user_attrs_clip_min,user_attrs_dropout,user_attrs_early_stop_patience,user_attrs_first_layer,user_attrs_grad_clip,user_attrs_hidden_dims,user_attrs_hpo_seeds,user_attrs_latent_dim,user_attrs_layer_1_dropoff,user_attrs_layer_2_dropoff,user_attrs_layer_3_dropoff,user_attrs_local_epochs,user_attrs_lr,user_attrs_n_layers,user_attrs_optimizer,user_attrs_recon_type,user_attrs_rounds,user_attrs_score_type,user_attrs_seed_seen_obj_mean,user_attrs_seed_seen_obj_std,user_attrs_seed_unseen_val_obj_mean,user_attrs_seed_unseen_val_obj_std,user_attrs_seen_test_mean,user_attrs_seen_test_min,user_attrs_server_beta1,user_attrs_server_beta2,user_attrs_server_bias_correction,user_attrs_server_lr,user_attrs_server_tau,user_attrs_sgd_momentum,user_attrs_sgd_nesterov,user_attrs_unseen__test_auroc,user_attrs_unseen__val_auroc,user_attrs_unseen_test_auroc,user_attrs_weight_decay,state
57,0.8685491795537981,relu,512,0.48001144872226115,12,6.0,0.023249545133168226,272,1.0,74,,,,2,0.005438138473363333,1,mse,recon,0.8571763744401845,0.9745232439082075,0.008172227302093289,0.0005265155383682457,0.40822590646590506,False,0.0,0.9015363887995093,0.9002626526274788,0.5758915006557641,0.5794667234932946,0.8437613864944556,0.8356053547101183,relu,fedadam,512,0.48001144872226115,12,6.0,6.0,-6.0,0.023249545133168226,5,272,1.0,[272],"[42, 43, 44, 45]",74,,,,2,0.005438138473363333,1,sgd,mse,120,recon,0.8685491795537981,0.009078070429531803,0.5794241505642206,0.011954561222247513,0.8726488876469825,0.8437613864944556,0.8571763744401845,0.9745232439082075,True,0.008172227302093289,0.0005265155383682457,0.40822590646590506,False,0.5758915006557641,0.5794667234932946,0.5758915006557641,0.0,COMPLETE
58,0.7397644446890623,relu,512,0.4671517247438312,11,6.0,0.01687769186082435,117,1.0,72,,,,3,0.005620142535357617,1,mse,recon,0.8567184050362445,0.9744299409180177,0.007707974576760872,0.0005643280590588577,0.3921505170142621,False,0.0,,,,,,,relu,fedadam,512,0.4671517247438312,11,6.0,6.0,-6.0,0.01687769186082435,3,117,1.0,[117],"[42, 43, 44, 45]",72,,,,3,0.005620142535357617,1,sgd,mse,120,recon,,,,,,,0.8567184050362445,0.9744299409180177,True,0.007707974576760872,0.0005643280590588577,0.3921505170142621,False,,,,0.0,PRUNED
59,0.7465882266328718,relu,512,0.438777313571631,12,6.0,0.054151832587179795,242,1.0,56,,,,2,0.007663247319964114,1,mse,recon,0.859866515225374,0.9757402185858033,0.0065538471022505845,0.0005222517349736747,0.27799754514732034,False,0.0,,,,,,,relu,fedadam,512,0.438777313571631,12,6.0,6.0,-6.0,0.054151832587179795,5,242,1.0,[242],"[42, 43, 44, 45]",56,,,,2,0.007663247319964114,1,sgd,mse,120,recon,,,,,,,0.859866515225374,0.9757402185858033,True,0.0065538471022505845,0.0005222517349736747,0.27799754514732034,False,,,,0.0,PRUNED
60,0.8123273855893693,relu,512,0.3730162266854552,11,6.0,0.0723603592440119,377,1.0,66,,,,2,0.006945118072934506,1,mse,recon,0.8504156788368303,0.973566211514031,0.008118790018315048,0.002106058712121165,0.3245122587731562,False,0.0,0.7879526325593998,0.792049970034303,0.6227818704239981,0.6301014893939307,0.836307003035144,0.8331267605435034,relu,fedadam,512,0.3730162266854552,11,6.0,6.0,-6.0,0.0723603592440119,5,377,1.0,[377],"[42, 43, 44, 45]",66,,,,2,0.006945118072934506,1,sgd,mse,120,recon,0.8123273855893693,0.005893756911822928,0.6290064125180406,0.019034316708361705,0.812129817797272,0.7879526325593998,0.8504156788368303,0.973566211514031,True,0.008118790018315048,0.002106058712121165,0.3245122587731562,False,0.6227818704239981,0.6301014893939307,0.6227818704239981,0.0,COMPLETE
61,0.8570735259770135,relu,512,0.5451999407963138,12,6.0,0.027751919771895846,276,1.0,82,,,,2,0.005644969997890311,1,mse,recon,0.8673402977009913,0.9709152677211289,0.009369714384127236,0.0006433316296144226,0.365007755409271,False,0.0,0.8721801008954898,0.8735724397204958,0.5878346890811963,0.5923398011256189,0.8441569995540426,0.8415958627110065,relu,fedadam,512,0.5451999407963138,12,6.0,6.0,-6.0,0.027751919771895846,5,276,1.0,[276],"[42, 43, 44, 45]",82,,,,2,0.005644969997890311,1,sgd,mse,120,recon,0.8570735259770135,0.014212656782906853,0.591846478489616,0.03342740640444936,0.8581685502247662,0.8441569995540426,0.8673402977009913,0.9709152677211289,True,0.009369714384127236,0.0006433316296144226,0.365007755409271,False,0.5878346890811963,0.5923398011256189,0.5878346890811963,0.0,COMPLETE
62,0.8528217457935123,relu,512,0.551785984927725,12,6.0,0.04798233295823894,207,1.0,84,,,,3,0.005665177071529661,1,mse,recon,0.8664283926431351,0.9725862226101085,0.012391168282499846,0.0007228699602721633,0.3520167909110051,False,0.0,0.8754565981924617,0.8727362550593574,0.5831229619092241,0.5875568589692929,0.8384262693318731,0.8318893524869178,relu,fedadam,512,0.551785984927725,12,6.0,6.0,-6.0,0.04798233295823894,3,207,1.0,[207],"[42, 43, 44, 45]",84,,,,3,0.005665177071529661,1,sgd,mse,120,recon,0.8528217457935123,0.011157908394470362,0.5898135623239457,0.016387112644179122,0.8569414337621675,0.8384262693318731,0.8664283926431351,0.9725862226101085,True,0.012391168282499846,0.0007228699602721633,0.3520167909110051,False,0.5831229619092241,0.5875568589692929,0.5831229619092241,0.0,COMPLETE
63,0.7450602465748786,relu,512,0.4814960815701987,10,6.0,0.0011512672886587055,262,1.0,73,,,,2,0.008363283444304294,1,mse,recon,0.8558146569046514,0.9740008024567506,0.009459954376167519,0.001190230312071613,0.4246943937869598,False,0.0,,,,,,,relu,fedadam,512,0.4814960815701987,10,6.0,6.0,-6.0,0.0011512672886587055,5,262,1.0,[262],"[42, 43, 44, 45]",73,,,,2,0.008363283444304294,1,sgd,mse,120,recon,,,,,,,0.8558146569046514,0.9740008024567506,True,0.009459954376167519,0.001190230312071613,0.4246943937869598,False,,,,0.0,PRUNED
64,0.7809605672948643,relu,512,0.2949240457278184,12,6.0,0.019710145317967345,169,1.0,79,,,,4,0.003679589601054115,1,mse,recon,0.8514830194835428,0.9766662572284635,0.011356549251064363,0.0009752551562923998,0.23681799942408557,False,0.0,0.7192571705984296,0.7205746087053878,0.5599544069802669,0.5667217174625216,0.8455214031284752,0.8409727191024026,relu,fedadam,512,0.2949240457278184,12,6.0,6.0,-6.0,0.019710145317967345,2,169,1.0,[169],"[42, 43, 44, 45]",79,,,,4,0.003679589601054115,1,sgd,mse,120,recon,0.7809605672948643,0.028079635445977073,0.566600378734422,0.0362667044652214,0.7823892868634524,0.7192571705984296,0.8514830194835428,0.9766662572284635,True,0.011356549251064363,0.0009752551562923998,0.23681799942408557,False,0.5599544069802669,0.5667217174625216,0.5599544069802669,0.0,COMPLETE
65,0.8554546447771249,relu,512,0.5818837671295101,13,6.0,0.037374333767802456,361,1.0,65,,,,2,0.004236224412287272,1,mse,recon,0.8676110934532607,0.9751472393384363,0.008448045488760263,0.0003423797770691703,0.3750076850610267,False,0.0,0.8836302618729079,0.8824001923543723,0.5857890810080516,0.5914079743800346,0.834925081053212,0.8294654151401566,relu,fedadam,512,0.5818837671295101,13,6.0,6.0,-6.0,0.037374333767802456,5,361,1.0,[361],"[42, 43, 44, 45]",65,,,,2,0.004236224412287272,1,sgd,mse,120,recon,0.8554546447771249,0.004735415412458478,0.5918961224058739,0.019580752340453644,0.8592776714630599,0.834925081053212,0.8676110934532607,0.9751472393384363,True,0.008448045488760263,0.0003423797770691703,0.3750076850610267,False,0.5857890810080516,0.5914079743800346,0.5857890810080516,0.0,COMPLETE
66,0.8103276560215527,relu,64,0.6503363275749343,9,6.0,0.08115528695857108,399,1.0,70,,,,2,0.005620892683195692,1,mse,recon,0.8599300283249688,0.9718715784193407,0.0054998642809313695,0.0004205516525368225,0.5239035334510922,False,0.0,0.7823940004628924,0.7864313430371387,0.5547658159607558,0.5562906442107403,0.8398832890198535,0.8357686930440068,relu,fedadam,64,0.6503363275749343,9,6.0,6.0,-6.0,0.08115528695857108,5,399,1.0,[399],"[42, 43, 44, 45]",70,,,,2,0.005620892683195692,1,sgd,mse,120,recon,0.8103276560215527,0.014343188589545303,0.5563701744408128,0.012414749248855156,0.811138644741373,0.7823940004628924,0.8599300283249688,0.9718715784193407,True,0.0054998642809313695,0.0004205516525368225,0.5239035334510922,False,0.5547658159607558,0.5562906442107403,0.5547658159607558,0.0,COMPLETE
67,0.7417365003829212,relu,512,0.3593594291570305,11,6.0,0.06691702442073297,332,1.0,83,,,,3,0.004929975783898187,1,mse,recon,0.8542716142380561,0.9780702473892472,0.005010237114591694,0.0005105521036888487,0.42300897728947556,False,0.0,,,,,,,relu,fedadam,512,0.3593594291570305,11,6.0,6.0,-6.0,0.06691702442073297,3,332,1.0,[332],"[42, 43, 44, 45]",83,,,,3,0.004929975783898187,1,sgd,mse,120,recon,,,,,,,0.8542716142380561,0.9780702473892472,True,0.005010237114591694,0.0005105521036888487,0.42300897728947556,False,,,,0.0,PRUNED
68,0.7047150459787634,relu,128,0.43180491071081606,13,6.0,0.04930075221380602,211,1.0,91,,,,2,0.01009249952157666,1,mse,recon,0.8569112791011081,0.9702525875866207,0.0068509106624140515,0.0009019498830790003,0.46444188340595305,False,0.0,,,,,,,relu,fedadam,128,0.43180491071081606,13,6.0,6.0,-6.0,0.04930075221380602,5,211,1.0,[211],"[42, 43, 44, 45]",91,,,,2,0.01009249952157666,1,sgd,mse,120,recon,,,,,,,0.8569112791011081,0.9702525875866207,True,0.0068509106624140515,0.0009019498830790003,0.46444188340595305,False,,,,0.0,PRUNED
69,0.7899397875305065,relu,512,0.5216820265606172,8,6.0,0.026625603726429407,298,1.0,75,,,,3,0.013022613996318605,1,mse,recon,0.850157482773844,0.9837338144061559,0.009855209127506944,0.0006841506557974917,0.3077698122205571,False,0.0,0.7432220039477572,0.7450387396013857,0.5866144783710703,0.5942679608366686,0.8390704612553416,0.8350492899258807,relu,fedadam,512,0.5216820265606172,8,6.0,6.0,-6.0,0.026625603726429407,3,298,1.0,[298],"[42, 43, 44, 45]",75,,,,3,0.013022613996318605,1,sgd,mse,120,recon,0.7899397875305065,0.04093967149939863,0.5941276583383668,0.051749568198020436,0.7911462326015494,0.7432220039477572,0.850157482773844,0.9837338144061559,True,0.009855209127506944,0.0006841506557974917,0.3077698122205571,False,0.5866144783710703,0.5942679608366686,0.5866144783710703,0.0,COMPLETE
70,0.7414918824479104,relu,512,0.6556200111276776,10,8.0,0.008875953446684681,474,1.0,95,,,,1,0.008113252084563205,1,huber,recon,0.8702009009290457,0.9728917654193989,0.006001668771925601,0.0011062119522035501,0.49377728782203567,False,1e-05,,,,,,,relu,fedadam,512,0.6556200111276776,10,8.0,8.0,-8.0,0.008875953446684681,10,474,1.0,[474],"[42, 43, 44, 45]",95,,,,1,0.008113252084563205,1,sgd,huber,120,recon,,,,,,,0.8702009009290457,0.9728917654193989,True,0.006001668771925601,0.0011062119522035501,0.49377728782203567,False,,,,1e-05,PRUNED
71,0.7973471243750483,relu,512,0.5675602051821543,12,6.0,0.040583511946558334,339,1.0,66,,,,2,0.004028604571997028,1,mse,recon,0.8657815584941645,0.975328141391684,0.008099120213649436,0.0005683221680487425,0.36988136357773893,False,0.0,,,,,,,relu,fedadam,512,0.5675602051821543,12,6.0,6.0,-6.0,0.040583511946558334,5,339,1.0,[339],"[42, 43, 44, 45]",66,,,,2,0.004028604571997028,1,sgd,mse,120,recon,,,,,,,0.8657815584941645,0.975328141391684,True,0.008099120213649436,0.0005683221680487425,0.36988136357773893,False,,,,0.0,PRUNED
72,0.8596586112687015,relu,512,0.5842732203162023,13,6.0,0.036083905515038685,365,1.0,65,,,,2,0.006578375373624278,1,mse,recon,0.8608049224338179,0.9745642131625732,0.008171817604594992,0.00035075626620176585,0.414881107064792,False,0.0,0.8798586484670924,0.8795427049992379,0.5714892151715807,0.5751074819453148,0.8425077289859082,0.8388392067510786,relu,fedadam,512,0.5842732203162023,13,6.0,6.0,-6.0,0.036083905515038685,5,365,1.0,[365],"[42, 43, 44, 45]",65,,,,2,0.006578375373624278,1,sgd,mse,120,recon,0.8596586112687015,0.009153589212855893,0.5752199268121955,0.015371598804039033,0.8611831887265002,0.8425077289859082,0.8608049224338179,0.9745642131625732,True,0.008171817604594992,0.00035075626620176585,0.414881107064792,False,0.5714892151715807,0.5751074819453148,0.5714892151715807,0.0,COMPLETE
73,0.8092060078164839,relu,512,0.4909269260603815,13,6.0,0.022048927108421344,259,1.0,71,,,,2,0.006485895810977836,1,mse,recon,0.8535263590258616,0.9745737405366053,0.007593438165302298,0.00047889171607723153,0.42455008161724606,False,0.0,,,,,,,relu,fedadam,512,0.4909269260603815,13,6.0,6.0,-6.0,0.022048927108421344,5,259,1.0,[259],"[42, 43, 44, 45]",71,,,,2,0.006485895810977836,1,sgd,mse,120,recon,,,,,,,0.8535263590258616,0.9745737405366053,True,0.007593438165302298,0.00047889171607723153,0.42455008161724606,False,,,,0.0,PRUNED
74,0.818062852931934,relu,512,0.31523174297997913,12,6.0,0.05031565559122379,417,1.0,80,,,,8,0.009031816876308638,1,mse,recon,0.8608737100992288,0.9736718803665684,0.008821295680447207,0.0003838233181436036,0.9133889363773138,False,0.0,0.8110135367801882,0.8071880568586164,0.4824143131598804,0.47772297983219214,0.8326092172037912,0.8289725335220656,relu,fedadam,512,0.31523174297997913,12,6.0,6.0,-6.0,0.05031565559122379,2,417,1.0,[417],"[42, 43, 44, 45]",80,,,,8,0.009031816876308638,1,sgd,mse,120,recon,0.818062852931934,0.01187675985191972,0.47811567688134715,0.027743984914643933,0.8218113769919897,0.8110135367801882,0.8608737100992288,0.9736718803665684,True,0.008821295680447207,0.0003838233181436036,0.9133889363773138,False,0.4824143131598804,0.47772297983219214,0.4824143131598804,0.0,COMPLETE
75,0.8605384934545885,gelu,512,0.41033102697249385,10,6.0,0.000507243614510499,453,1.0,58,,,,1,0.005886901147348919,1,mse,recon,0.8561896665917021,0.9707545310993277,0.006835294352863307,0.0006288582988238084,0.35544194815254804,False,0.0,0.9042511586422576,0.9055775946906617,0.586897604814081,0.5926707556671389,0.823983066793868,0.8172009275253508,gelu,fedadam,512,0.41033102697249385,10,6.0,6.0,-6.0,0.000507243614510499,10,453,1.0,[453],"[42, 43, 44, 45]",58,,,,1,0.005886901147348919,1,sgd,mse,120,recon,0.8605384934545885,0.00609153361472104,0.592391900041585,0.024392928455550824,0.8641171127180628,0.823983066793868,0.8561896665917021,0.9707545310993277,True,0.006835294352863307,0.0006288582988238084,0.35544194815254804,False,0.586897604814081,0.5926707556671389,0.586897604814081,0.0,COMPLETE
76,0.8523836018485591,gelu,512,0.3881443214355727,7,6.0,0.0005970134627075949,458,1.0,58,,,,1,0.007111249367386702,1,mse,recon,0.8566385246078438,0.9721869433698542,0.006893072373371479,0.0007401694322051964,0.3388905335589853,False,1e-08,,,,,,,gelu,fedadam,512,0.3881443214355727,7,6.0,6.0,-6.0,0.0005970134627075949,10,458,1.0,[458],"[42, 43, 44, 45]",58,,,,1,0.007111249367386702,1,sgd,mse,120,recon,,,,,,,0.8566385246078438,0.9721869433698542,True,0.006893072373371479,0.0007401694322051964,0.3388905335589853,False,,,,1e-08,PRUNED
77,0.6486770168278322,gelu,64,0.42563193940289445,9,4.0,0.08290161206604438,540,1.0,47,,,,1,0.004729052867380238,1,mse,recon,0.8547087378272378,0.9757211916399743,0.00518037010786014,0.0004253799172196548,0.19075846941795438,False,0.0,,,,,,,gelu,fedadam,64,0.42563193940289445,9,4.0,4.0,-4.0,0.08290161206604438,10,540,1.0,[540],"[42, 43, 44, 45]",47,,,,1,0.004729052867380238,1,sgd,mse,120,recon,,,,,,,0.8547087378272378,0.9757211916399743,True,0.00518037010786014,0.0004253799172196548,0.19075846941795438,False,,,,0.0,PRUNED
78,0.7172478929928252,gelu,512,0.2268623552003268,11,6.0,0.10028387424409471,387,1.0,58,,,,1,0.00611615828537867,1,mse,recon+kl,0.8631115213277962,0.9741170594328882,0.00621049290937568,0.0005920894782981656,0.4065586795091161,False,0.0,,,,,,,gelu,fedadam,512,0.2268623552003268,11,6.0,6.0,-6.0,0.10028387424409471,10,387,1.0,[387],"[42, 43, 44, 45]",58,,,,1,0.00611615828537867,1,sgd,mse,120,recon+kl,,,,,,,0.8631115213277962,0.9741170594328882,True,0.00621049290937568,0.0005920894782981656,0.4065586795091161,False,,,,0.0,PRUNED
79,0.7347702990548339,gelu,256,0.4593832042511208,10,6.0,0.010278667539841024,546,1.0,52,0.8097778362658832,,,1,0.010948121200675716,2,mse,recon,0.8582774353636037,0.9805469183136094,0.014900427555647947,0.00022987916471124695,0.48362531556202143,False,0.0,,,,,,,gelu,fedadam,256,0.4593832042511208,10,6.0,6.0,-6.0,0.010278667539841024,10,546,1.0,"[546, 442]","[42, 43, 44, 45]",52,0.8095238095238095,,,1,0.010948121200675716,2,sgd,mse,120,recon,,,,,,,0.8582774353636037,0.9805469183136094,True,0.014900427555647947,0.00022987916471124695,0.48362531556202143,False,,,,0.0,PRUNED
