number,values_0,params_activation,params_batch_size,params_beta,params_beta_warmup_rounds,params_clip_abs,params_dropout,params_first_layer,params_grad_clip,params_latent_dim,params_layer_1_dropoff,params_layer_2_dropoff,params_layer_3_dropoff,params_local_epochs,params_lr,params_n_layers,params_recon_type,params_score_type,params_server_beta1,params_server_beta2,params_server_lr,params_server_tau,params_sgd_momentum,params_sgd_nesterov,params_weight_decay,user_attrs_NF-BoT-IoT-v3__test_auroc,user_attrs_NF-BoT-IoT-v3__val_auroc,user_attrs_NF-CICIDS2018-v3__test_auroc,user_attrs_NF-CICIDS2018-v3__val_auroc,user_attrs_NF-ToN-IoT-v3__test_auroc,user_attrs_NF-ToN-IoT-v3__val_auroc,user_attrs_activation,user_attrs_aggregation_method,user_attrs_batch_size,user_attrs_beta,user_attrs_beta_warmup_rounds,user_attrs_clip_abs,user_attrs_clip_max,user_attrs_clip_min,user_attrs_dropout,user_attrs_early_stop_patience,user_attrs_first_layer,user_attrs_grad_clip,user_attrs_hidden_dims,user_attrs_hpo_seeds,user_attrs_latent_dim,user_attrs_layer_1_dropoff,user_attrs_layer_2_dropoff,user_attrs_layer_3_dropoff,user_attrs_local_epochs,user_attrs_lr,user_attrs_n_layers,user_attrs_optimizer,user_attrs_recon_type,user_attrs_rounds,user_attrs_score_type,user_attrs_seed_seen_obj_mean,user_attrs_seed_seen_obj_std,user_attrs_seed_unseen_val_obj_mean,user_attrs_seed_unseen_val_obj_std,user_attrs_seen_test_mean,user_attrs_seen_test_min,user_attrs_server_beta1,user_attrs_server_beta2,user_attrs_server_bias_correction,user_attrs_server_lr,user_attrs_server_tau,user_attrs_sgd_momentum,user_attrs_sgd_nesterov,user_attrs_unseen__test_auroc,user_attrs_unseen__val_auroc,user_attrs_unseen_test_auroc,user_attrs_weight_decay,state
21,0.7695522645034915,relu,512,1.3727462794124123,5,6.0,0.1635515581934267,470,5.0,95,0.5886806420650487,0.8227193731218211,,1,0.0038262005494529325,3,mse,recon,0.8840665146398768,0.9803150711450128,0.006260016912442242,0.00017674039754737956,0.7506587011627783,False,0.0001,,,,,,,relu,fedadam,512,1.3727462794124123,5,6.0,6.0,-6.0,0.1635515581934267,10,470,5.0,"[470, 276, 227]","[42, 43, 44, 45]",95,0.5872340425531914,0.822463768115942,,1,0.0038262005494529325,3,sgd,mse,120,recon,,,,,,,0.8840665146398768,0.9803150711450128,True,0.006260016912442242,0.00017674039754737956,0.7506587011627783,False,,,,0.0001,PRUNED
22,0.8141037983873092,relu,512,1.0664511467853055,3,6.0,0.0004186751560353863,757,5.0,109,0.635838619439086,,,2,0.005089145658451221,2,mse,recon,0.8738117591940276,0.9742073952107021,0.006232695926309066,0.00016482392547323624,0.9395254689218682,False,0.0001,0.8099018611661501,0.8116735912359039,0.5966853140800202,0.6007559811437205,0.8209791679603193,0.8183316092473105,relu,fedadam,512,1.0664511467853055,3,6.0,6.0,-6.0,0.0004186751560353863,5,757,5.0,"[757, 481]","[42, 43, 44, 45]",109,0.6354029062087186,,,2,0.005089145658451221,2,sgd,mse,120,recon,0.8141037983873092,0.009666434174936085,0.6013360520029505,0.033029822687799554,0.8154405145632347,0.8099018611661501,0.8738117591940276,0.9742073952107021,True,0.006232695926309066,0.00016482392547323624,0.9395254689218682,False,0.5966853140800202,0.6007559811437205,0.5966853140800202,0.0001,COMPLETE
23,0.7264778098603608,relu,512,0.6094664698724824,8,6.0,0.2507692120776843,664,2.0,90,0.5630692537350033,0.6954077127063302,,1,0.012816711390649618,3,mse,recon,0.9029659726488313,0.972359760507976,0.009034153469859708,0.0001375724894257647,0.8248293575857647,False,1e-06,,,,,,,relu,fedadam,512,0.6094664698724824,8,6.0,6.0,-6.0,0.2507692120776843,10,664,2.0,"[664, 373, 259]","[42, 43, 44, 45]",90,0.5617469879518072,0.6943699731903485,,1,0.012816711390649618,3,sgd,mse,120,recon,,,,,,,0.9029659726488313,0.972359760507976,True,0.009034153469859708,0.0001375724894257647,0.8248293575857647,False,,,,1e-06,PRUNED
24,0.6981817478327792,relu,256,1.578766649863536,4,6.0,0.19571482518402322,502,2.0,109,0.6433785502452115,,,2,0.0024031478036876473,2,mse,recon,0.8907083998135861,0.9773670476498595,0.013676593370382966,0.00029239814698937236,0.8317055075608824,False,1e-05,,,,,,,relu,fedadam,256,1.578766649863536,4,6.0,6.0,-6.0,0.19571482518402322,5,502,2.0,"[502, 322]","[42, 43, 44, 45]",109,0.6414342629482072,,,2,0.0024031478036876473,2,sgd,mse,120,recon,,,,,,,0.8907083998135861,0.9773670476498595,True,0.013676593370382966,0.00029239814698937236,0.8317055075608824,False,,,,1e-05,PRUNED
25,0.6634709920762605,leakyrelu,512,0.34309305490480363,6,5.0,0.13235397009573008,294,5.0,68,0.6683116507945512,0.892712872909554,,8,0.00322413830776241,3,mse,recon+kl,0.9305794488165358,0.9804602641297759,0.0038857180567261752,0.0005423360859667898,0.39783597817309657,False,1e-10,,,,,,,leakyrelu,fedadam,512,0.34309305490480363,6,5.0,5.0,-5.0,0.13235397009573008,2,294,5.0,"[294, 196, 174]","[42, 43, 44, 45]",68,0.6666666666666666,0.8877551020408163,,8,0.00322413830776241,3,sgd,mse,120,recon+kl,,,,,,,0.9305794488165358,0.9804602641297759,True,0.0038857180567261752,0.0005423360859667898,0.39783597817309657,False,,,,1e-10,PRUNED
26,0.7495804302594267,elu,128,0.916701558438833,9,6.0,0.2885306658716198,907,1.0,49,0.5514145524093528,,,3,0.005090616751986813,2,huber,recon,0.9132809937717032,0.9845323883144483,0.00558067850350251,0.00014360978283676427,0.6528961554659531,True,0.0,0.6605730363295268,0.6682996236882364,0.6328450477099057,0.6445694789026439,0.8335580713569333,0.8283794820356352,elu,fedadam,128,0.916701558438833,9,6.0,6.0,-6.0,0.2885306658716198,3,907,1.0,"[907, 500]","[42, 43, 44, 45]",49,0.5512679162072768,,,3,0.005090616751986813,2,sgd,huber,120,recon,0.7495804302594267,0.01291847900404217,0.6454520439474938,0.02001330860511274,0.74706555384323,0.6605730363295268,0.9132809937717032,0.9845323883144483,True,0.00558067850350251,0.00014360978283676427,0.6528961554659531,True,0.6328450477099057,0.6445694789026439,0.6328450477099057,0.0,COMPLETE
27,0.6523889175844544,gelu,64,0.5582800626388847,3,6.0,0.19577129921543984,586,2.0,28,0.5078250796117836,0.75244507611404,,1,0.009909948642791773,3,mse,recon+kl,0.8799813463538297,0.9874616509641881,0.007182581389370255,0.0013232042173011173,0.7765091377779578,False,0.0001,,,,,,,gelu,fedadam,64,0.5582800626388847,3,6.0,6.0,-6.0,0.19577129921543984,10,586,2.0,"[586, 297, 223]","[42, 43, 44, 45]",28,0.5068259385665529,0.7508417508417509,,1,0.009909948642791773,3,sgd,mse,120,recon+kl,,,,,,,0.8799813463538297,0.9874616509641881,True,0.007182581389370255,0.0013232042173011173,0.7765091377779578,False,,,,0.0001,PRUNED
28,0.6844429226386373,relu,256,1.9960924757755754,8,5.0,0.1384509042683829,87,,124,0.9452472142059858,0.5114610234194736,0.975193261692004,2,0.0009295349927453597,4,mse,recon,0.9494254879600054,0.9911242304399812,0.010496942470262276,0.0003212851533150087,0.5541289799358746,True,1e-08,,,,,,,relu,fedadam,256,1.9960924757755754,8,5.0,5.0,-5.0,0.1384509042683829,5,87,,"[87, 82, 41, 39]","[42, 43, 44, 45]",124,0.9425287356321839,0.5,0.9512195121951219,2,0.0009295349927453597,4,sgd,mse,120,recon,,,,,,,0.9494254879600054,0.9911242304399812,True,0.010496942470262276,0.0003212851533150087,0.5541289799358746,True,,,,1e-08,PRUNED
29,0.7930893757491424,relu,64,1.3072291694298845,0,8.0,0.35919552989260345,339,5.0,88,0.5907981578091859,0.8968214994951346,0.9623419024257115,4,0.015100015323065857,4,mse,recon+kl,0.897269199388055,0.9777227488691107,0.014009159423924007,0.0004901549178241924,0.8793518820246047,False,1e-06,0.7699670988877412,0.7645579424620984,0.536730474314176,0.5408117828460732,0.8234362704420622,0.8210924695779964,relu,fedadam,64,1.3072291694298845,0,8.0,8.0,-8.0,0.35919552989260345,2,339,5.0,"[339, 200, 179, 172]","[42, 43, 44, 45]",88,0.5899705014749262,0.895,0.9608938547486033,4,0.015100015323065857,4,sgd,mse,120,recon+kl,0.7930893757491424,0.009163439516098697,0.5410811565865261,0.004266148548412033,0.7967016846649018,0.7699670988877412,0.897269199388055,0.9777227488691107,True,0.014009159423924007,0.0004901549178241924,0.8793518820246047,False,0.536730474314176,0.5408117828460732,0.536730474314176,1e-06,COMPLETE
30,0.6964247912750428,leakyrelu,512,0.6256013513734829,11,4.0,0.24720191656022544,816,5.0,81,0.7821319847598561,,,5,0.0006011556947493828,2,mse,recon+kl,0.91876578026257,0.9828987095497036,0.004617829536104717,0.0007436816045898643,0.7523053196253313,False,1e-06,,,,,,,leakyrelu,fedadam,512,0.6256013513734829,11,4.0,4.0,-4.0,0.24720191656022544,2,816,5.0,"[816, 638]","[42, 43, 44, 45]",81,0.7818627450980392,,,5,0.0006011556947493828,2,sgd,mse,120,recon+kl,,,,,,,0.91876578026257,0.9828987095497036,True,0.004617829536104717,0.0007436816045898643,0.7523053196253313,False,,,,1e-06,PRUNED
31,0.7350971227285813,leakyrelu,256,1.9575482865281661,10,6.0,0.28155765125512366,650,2.0,116,0.5049462537224076,,,2,0.009745420589567113,2,mse,recon+kl,0.9060479108223812,0.9869018040597194,0.004965999234175886,0.00020152638228383493,0.4499783707488549,True,1e-06,,,,,,,leakyrelu,fedadam,256,1.9575482865281661,10,6.0,6.0,-6.0,0.28155765125512366,5,650,2.0,"[650, 328]","[42, 43, 44, 45]",116,0.5046153846153846,,,2,0.009745420589567113,2,sgd,mse,120,recon+kl,,,,,,,0.9060479108223812,0.9869018040597194,True,0.004965999234175886,0.00020152638228383493,0.4499783707488549,True,,,,1e-06,PRUNED
32,0.7893749611904238,leakyrelu,256,1.594334345775417,10,6.0,0.26750358835921295,679,2.0,112,0.5510362898040227,,,1,0.0072737583105290824,2,mse,recon+kl,0.9118207998067339,0.9896328708226731,0.005791118675747256,0.00011905827913564274,0.26403874608781,True,1e-06,,,,,,,leakyrelu,fedadam,256,1.594334345775417,10,6.0,6.0,-6.0,0.26750358835921295,10,679,2.0,"[679, 374]","[42, 43, 44, 45]",112,0.5508100147275405,,,1,0.0072737583105290824,2,sgd,mse,120,recon+kl,,,,,,,0.9118207998067339,0.9896328708226731,True,0.005791118675747256,0.00011905827913564274,0.26403874608781,True,,,,1e-06,PRUNED
33,0.7301054173934642,leakyrelu,256,1.1271921698131993,13,6.0,0.3064292420461717,607,2.0,98,0.5391817054173256,0.6990818719092198,,2,0.009239232036782216,3,mse,recon+kl,0.901307083100217,0.9872942637347096,0.002822044647281758,0.00020082521643771754,0.39476050095497045,True,1e-06,,,,,,,leakyrelu,fedadam,256,1.1271921698131993,13,6.0,6.0,-6.0,0.3064292420461717,5,607,2.0,"[607, 327, 228]","[42, 43, 44, 45]",98,0.5387149917627677,0.6972477064220184,,2,0.009239232036782216,3,sgd,mse,120,recon+kl,,,,,,,0.901307083100217,0.9872942637347096,True,0.002822044647281758,0.00020082521643771754,0.39476050095497045,True,,,,1e-06,PRUNED
34,0.6465750960595814,leakyrelu,256,1.453070854256844,6,3.0,0.21971246520861298,155,1.0,118,0.6350688379175574,,,1,0.005116659152085449,2,huber,recon+kl,0.9086906250520468,0.986057511103879,0.007191959569099305,0.00017148584055746782,0.4945857958159483,True,1e-06,,,,,,,leakyrelu,fedadam,256,1.453070854256844,6,3.0,3.0,-3.0,0.21971246520861298,10,155,1.0,"[155, 98]","[42, 43, 44, 45]",118,0.632258064516129,,,1,0.005116659152085449,2,sgd,huber,120,recon+kl,,,,,,,0.9086906250520468,0.986057511103879,True,0.007191959569099305,0.00017148584055746782,0.4945857958159483,True,,,,1e-06,PRUNED
35,0.8365980713287081,leakyrelu,512,0.7135470172429276,15,6.0,0.18555755874307067,509,2.0,106,,,,1,0.01148663017676963,1,mse,recon,0.9335200557430249,0.9725566321074396,0.0037565390168429066,0.0002988407649793751,0.9462851707723703,True,0.0,0.8339451980558519,0.8362830669349937,0.5511937167060877,0.5547617380151324,0.8422587643783599,0.8360142077154378,leakyrelu,fedadam,512,0.7135470172429276,15,6.0,6.0,-6.0,0.18555755874307067,10,509,2.0,[509],"[42, 43, 44, 45]",106,,,,1,0.01148663017676963,1,sgd,mse,120,recon,0.8365980713287081,0.01571783482810983,0.5542765154081074,0.02206755136769784,0.8381019812171059,0.8339451980558519,0.9335200557430249,0.9725566321074396,True,0.0037565390168429066,0.0002988407649793751,0.9462851707723703,True,0.5511937167060877,0.5547617380151324,0.5511937167060877,0.0,COMPLETE
36,0.8014043201056185,elu,512,0.7081830770668047,14,4.0,0.18394357618609186,311,2.0,106,,,,1,0.015288921871855926,1,mse,recon,0.9341959833191595,0.9716930465949142,0.003470774559000631,0.00030498131497807646,0.9497131098500919,True,0.0,0.8130290380305623,0.8169930610829801,0.5418852139748345,0.5442425346840006,0.7881689783061525,0.785303586733993,elu,fedadam,512,0.7081830770668047,14,4.0,4.0,-4.0,0.18394357618609186,10,311,2.0,[311],"[42, 43, 44, 45]",106,,,,1,0.015288921871855926,1,sgd,mse,120,recon,0.8014043201056185,0.0038045654662864025,0.5465043685470259,0.027115865204801772,0.8005990081683574,0.7881689783061525,0.9341959833191595,0.9716930465949142,True,0.003470774559000631,0.00030498131497807646,0.9497131098500919,True,0.5418852139748345,0.5442425346840006,0.5418852139748345,0.0,COMPLETE
37,0.7764206921605598,gelu,512,0.401347443825367,15,3.0,0.15177553945318245,513,2.0,69,,,,3,0.011691885447990652,1,huber,recon,0.9390298178972504,0.9762315197672154,0.0016536273522302248,0.0003970219897600731,0.8595185547162237,True,0.0,0.7444784933793216,0.7490434321495707,0.60638613693712,0.6117438101078012,0.808500764901466,0.8043948258132134,gelu,fedadam,512,0.401347443825367,15,3.0,3.0,-3.0,0.15177553945318245,3,513,2.0,[513],"[42, 43, 44, 45]",69,,,,3,0.011691885447990652,1,sgd,huber,120,recon,0.7764206921605598,0.01057387294937828,0.6101160864987835,0.02453778258823606,0.7764896291403938,0.7444784933793216,0.9390298178972504,0.9762315197672154,True,0.0016536273522302248,0.0003970219897600731,0.8595185547162237,True,0.60638613693712,0.6117438101078012,0.60638613693712,0.0,COMPLETE
38,0.8248931472402392,relu,512,0.8935250295453921,14,6.0,0.10861259315790069,396,1.0,62,,,,1,0.006238784405775733,1,mse,recon,0.8635226095692012,0.9735596943998164,0.0026281867728598102,0.0006125713177609129,0.6821487085041328,False,0.0,0.8078588498064696,0.8129066773169552,0.6333301062582677,0.6397498440560664,0.8401507693234056,0.8367412698446299,relu,fedadam,512,0.8935250295453921,14,6.0,6.0,-6.0,0.10861259315790069,10,396,1.0,[396],"[42, 43, 44, 45]",62,,,,1,0.006238784405775733,1,sgd,mse,120,recon,0.8248931472402392,0.00452343646895585,0.6400653041682896,0.013824122309831667,0.8240048095649376,0.8078588498064696,0.8635226095692012,0.9735596943998164,True,0.0026281867728598102,0.0006125713177609129,0.6821487085041328,False,0.6333301062582677,0.6397498440560664,0.6333301062582677,0.0,COMPLETE
39,0.7176230522296925,elu,512,0.516518986455783,15,8.0,0.06230353873796646,880,5.0,91,,,,5,0.015848914951513304,1,mse,recon,0.9252082048220788,0.9792646012638591,0.004093610900487669,0.0007924439650295135,0.9494288335855905,True,0.0001,,,,,,,elu,fedadam,512,0.516518986455783,15,8.0,8.0,-8.0,0.06230353873796646,2,880,5.0,[880],"[42, 43, 44, 45]",91,,,,5,0.015848914951513304,1,sgd,mse,120,recon,,,,,,,0.9252082048220788,0.9792646012638591,True,0.004093610900487669,0.0007924439650295135,0.9494288335855905,True,,,,0.0001,PRUNED
40,0.6786397149448387,gelu,128,0.7450330403169675,13,4.0,0.11159137938596342,473,,53,0.7097998181449988,0.6083423037093268,,6,0.00446352616425909,3,huber,recon,0.8538809903248209,0.9746166339120763,0.0031197236823192706,0.0002524327689174928,0.7934982807241188,False,1e-05,,,,,,,gelu,fedadam,128,0.7450330403169675,13,4.0,4.0,-4.0,0.11159137938596342,2,473,,"[473, 335, 203]","[42, 43, 44, 45]",53,0.7082452431289641,0.6059701492537314,,6,0.00446352616425909,3,sgd,huber,120,recon,,,,,,,0.8538809903248209,0.9746166339120763,True,0.0031197236823192706,0.0002524327689174928,0.7934982807241188,False,,,,1e-05,PRUNED
41,0.8296639981554867,relu,512,0.8602272958219745,14,6.0,0.0941289702825814,374,1.0,63,,,,1,0.006574106459178156,1,mse,recon,0.8627305013651274,0.9731428332767904,0.0023131788658758983,0.0005927212378833101,0.6915874864846366,False,0.0,0.8139385086961675,0.8204634898323614,0.633259609251074,0.6401674586172312,0.8438131420044745,0.8391840092550253,relu,fedadam,512,0.8602272958219745,14,6.0,6.0,-6.0,0.0941289702825814,10,374,1.0,[374],"[42, 43, 44, 45]",63,,,,1,0.006574106459178156,1,sgd,mse,120,recon,0.8296639981554867,0.010486407845146203,0.6402228357663409,0.008531678031150697,0.828875825350321,0.8139385086961675,0.8627305013651274,0.9731428332767904,True,0.0023131788658758983,0.0005927212378833101,0.6915874864846366,False,0.633259609251074,0.6401674586172312,0.633259609251074,0.0,COMPLETE
42,0.7492218973978297,relu,512,0.5062989095009202,15,6.0,0.09520702585756537,225,1.0,49,,,,1,0.007550089388793332,1,mse,recon,0.8774881301425381,0.9721328782054466,0.002158274336237479,0.00045003631377117377,0.7231193119064674,False,0.0,,,,,,,relu,fedadam,512,0.5062989095009202,15,6.0,6.0,-6.0,0.09520702585756537,10,225,1.0,[225],"[42, 43, 44, 45]",49,,,,1,0.007550089388793332,1,sgd,mse,120,recon,,,,,,,0.8774881301425381,0.9721328782054466,True,0.002158274336237479,0.00045003631377117377,0.7231193119064674,False,,,,0.0,PRUNED
43,0.7499284374935318,relu,512,0.975127482138627,12,6.0,0.05944729080643983,354,1.0,61,,,,2,0.011416449790946318,1,mse,recon,0.8630808033288289,0.9762449953732765,0.0017672851369061294,0.00036910973787152647,0.8405610890085042,False,0.0,,,,,,,relu,fedadam,512,0.975127482138627,12,6.0,6.0,-6.0,0.05944729080643983,5,354,1.0,[354],"[42, 43, 44, 45]",61,,,,2,0.011416449790946318,1,sgd,mse,120,recon,,,,,,,0.8630808033288289,0.9762449953732765,True,0.0017672851369061294,0.00036910973787152647,0.8405610890085042,False,,,,0.0,PRUNED
44,0.8443236246474208,relu,512,0.8144303280176411,14,5.0,0.02718879995038756,278,1.0,77,,,,1,0.003062968355455994,1,mse,recon,0.8735198330674189,0.9713210516041334,0.009352150409080556,0.0006442505302629781,0.5790854650623878,False,1e-10,0.8584542028183749,0.8613270481812657,0.5988715492406496,0.602806802636605,0.8304320329067573,0.825106247095162,relu,fedadam,512,0.8144303280176411,14,5.0,5.0,-5.0,0.02718879995038756,10,278,1.0,[278],"[42, 43, 44, 45]",77,,,,1,0.003062968355455994,1,sgd,mse,120,recon,0.8443236246474208,0.00841509415128497,0.6045939689212914,0.04644005613504223,0.8444431178625661,0.8304320329067573,0.8735198330674189,0.9713210516041334,True,0.009352150409080556,0.0006442505302629781,0.5790854650623878,False,0.5988715492406496,0.602806802636605,0.5988715492406496,1e-10,COMPLETE
45,0.8165604813140124,leakyrelu,512,0.7082970072897764,2,5.0,0.03328370081762576,283,2.0,82,,,,2,0.0021079230424530934,1,mse,recon,0.8717588633836626,0.9711841277487002,0.008526663187919073,0.0014777850342886979,0.5725943555141992,False,1e-10,0.7930218500266257,0.8014909874755618,0.6298865819535941,0.6374646068425281,0.8365841269303649,0.8327516601090242,leakyrelu,fedadam,512,0.7082970072897764,2,5.0,5.0,-5.0,0.03328370081762576,5,283,2.0,[283],"[42, 43, 44, 45]",82,,,,2,0.0021079230424530934,1,sgd,mse,120,recon,0.8165604813140124,0.021586094526471273,0.6367174048953694,0.014116435518635393,0.8148029884784953,0.7930218500266257,0.8717588633836626,0.9711841277487002,True,0.008526663187919073,0.0014777850342886979,0.5725943555141992,False,0.6298865819535941,0.6374646068425281,0.6298865819535941,1e-10,COMPLETE
46,0.8944040824851676,relu,512,0.130187488753425,11,5.0,0.012397112193944293,172,5.0,101,,,,1,0.00301230863431537,1,mse,recon,0.8902718536598403,0.9701689091971872,0.015617134252467265,0.003049320624057417,0.9051863440542862,True,1e-10,,,,,,,relu,fedadam,512,0.130187488753425,11,5.0,5.0,-5.0,0.012397112193944293,10,172,5.0,[172],"[42, 43, 44, 45]",101,,,,1,0.00301230863431537,1,sgd,mse,120,recon,,,,,,,0.8902718536598403,0.9701689091971872,True,0.015617134252467265,0.003049320624057417,0.9051863440542862,True,,,,1e-10,PRUNED
47,0.7093269760895378,leakyrelu,64,0.25354884767622526,13,5.0,0.38577986689904004,431,2.0,78,0.6790519284686599,,,3,0.003593355932823684,2,mse,recon,0.8856839198058654,0.9816647188696686,0.010060537403688341,0.0010231318541273431,0.3177774299840638,False,1e-10,,,,,,,leakyrelu,fedadam,64,0.25354884767622526,13,5.0,5.0,-5.0,0.38577986689904004,3,431,2.0,"[431, 292]","[42, 43, 44, 45]",78,0.6774941995359629,,,3,0.003593355932823684,2,sgd,mse,120,recon,,,,,,,0.8856839198058654,0.9816647188696686,True,0.010060537403688341,0.0010231318541273431,0.3177774299840638,False,,,,1e-10,PRUNED
48,0.6843798864784615,relu,128,0.33564639456034967,12,5.0,0.34543966684608207,936,1.0,94,0.9425949821758876,0.9288101109192495,,2,0.00452870597018006,3,mse,recon,0.9437978777883849,0.9709896837310061,0.011440154588324638,0.0008393407898312803,0.6024717970060856,True,1e-10,,,,,,,relu,fedadam,128,0.33564639456034967,12,5.0,5.0,-5.0,0.34543966684608207,5,936,1.0,"[936, 882, 819]","[42, 43, 44, 45]",94,0.9423076923076923,0.9285714285714286,,2,0.00452870597018006,3,sgd,mse,120,recon,,,,,,,0.9437978777883849,0.9709896837310061,True,0.011440154588324638,0.0008393407898312803,0.6024717970060856,True,,,,1e-10,PRUNED
49,0.687147803095734,leakyrelu,512,0.7966152878683356,14,5.0,0.21284809578198652,757,2.0,38,0.751281389721204,0.8032582437989911,0.5014507574295467,1,0.0014180310178700535,4,mse,recon,0.9343767549239733,0.973168760650026,0.012415178621788172,0.00044453871035747734,0.0020110771809835337,False,0.0001,,,,,,,leakyrelu,fedadam,512,0.7966152878683356,14,5.0,5.0,-5.0,0.21284809578198652,10,757,2.0,"[757, 568, 456, 228]","[42, 43, 44, 45]",38,0.750330250990753,0.8028169014084507,0.5,1,0.0014180310178700535,4,sgd,mse,120,recon,,,,,,,0.9343767549239733,0.973168760650026,True,0.012415178621788172,0.00044453871035747734,0.0020110771809835337,False,,,,0.0001,PRUNED
50,0.6368968991854222,elu,256,1.2201254692878645,4,3.0,0.24410587851394688,243,,14,0.9559211303630093,,,2,0.018026997543514108,2,huber,recon+kl,0.8932919457737214,0.9751077247129512,0.009133590266029,0.00012599560046903954,0.0796888176969826,True,1e-08,,,,,,,elu,fedadam,256,1.2201254692878645,4,3.0,3.0,-3.0,0.24410587851394688,5,243,,"[243, 232]","[42, 43, 44, 45]",14,0.9547325102880658,,,2,0.018026997543514108,2,sgd,huber,120,recon+kl,,,,,,,0.8932919457737214,0.9751077247129512,True,0.009133590266029,0.00012599560046903954,0.0796888176969826,True,,,,1e-08,PRUNED
51,0.8688177080099202,relu,512,0.6224501952406809,14,6.0,0.0798782429571757,378,1.0,74,,,,1,0.008081707848702954,1,mse,recon,0.8501692050601353,0.972813058882266,0.007568030220835146,0.0006174565390508345,0.7938493050972899,False,0.0,0.8990443529949703,0.9014907405055312,0.5690882713226868,0.5717514385416255,0.8439754460043541,0.8388891887810689,relu,fedadam,512,0.6224501952406809,14,6.0,6.0,-6.0,0.0798782429571757,10,378,1.0,[378],"[42, 43, 44, 45]",74,,,,1,0.008081707848702954,1,sgd,mse,120,recon,0.8688177080099202,0.0032573377419864123,0.570933056303522,0.008391483979453678,0.8715098994996622,0.8439754460043541,0.8501692050601353,0.972813058882266,True,0.007568030220835146,0.0006174565390508345,0.7938493050972899,False,0.5690882713226868,0.5717514385416255,0.5690882713226868,0.0,COMPLETE
52,0.865037309821316,relu,512,0.651762348659238,14,6.0,0.07423110774526004,457,1.0,86,,,,1,0.008495493129800828,1,mse,recon,0.8519982776398924,0.9737887343535057,0.007530108374916666,0.0006561348257764616,0.9035338816797843,False,0.0,0.8919384466008458,0.8931802430796645,0.5606919582794704,0.5634021021383371,0.8415869400366175,0.8352821620838438,relu,fedadam,512,0.651762348659238,14,6.0,6.0,-6.0,0.07423110774526004,10,457,1.0,[457],"[42, 43, 44, 45]",86,,,,1,0.008495493129800828,1,sgd,mse,120,recon,0.865037309821316,0.010912739516551187,0.5633022703837303,0.007200520115469667,0.8667626933187316,0.8415869400366175,0.8519982776398924,0.9737887343535057,True,0.007530108374916666,0.0006561348257764616,0.9035338816797843,False,0.5606919582794704,0.5634021021383371,0.5606919582794704,0.0,COMPLETE
53,0.7235761472110733,relu,512,0.6224620143908145,14,5.0,0.07411821306605657,441,1.0,74,,,,1,0.008634759669357915,1,mse,recon,0.8522168701169126,0.9769960356371657,0.007478907407300023,0.0006831635520156546,0.795727815050142,False,0.0001,,,,,,,relu,fedadam,512,0.6224620143908145,14,5.0,5.0,-5.0,0.07411821306605657,10,441,1.0,[441],"[42, 43, 44, 45]",74,,,,1,0.008634759669357915,1,sgd,mse,120,recon,,,,,,,0.8522168701169126,0.9769960356371657,True,0.007478907407300023,0.0006831635520156546,0.795727815050142,False,,,,0.0001,PRUNED
54,0.7408518184520954,relu,512,0.39683802052654155,13,6.0,0.04026824270246721,324,1.0,86,,,,1,0.0025412363810580285,1,mse,recon,0.8588162821930863,0.9787866748730958,0.006534097261315433,0.0008528767536042755,0.8723297287188865,False,1e-10,,,,,,,relu,fedadam,512,0.39683802052654155,13,6.0,6.0,-6.0,0.04026824270246721,10,324,1.0,[324],"[42, 43, 44, 45]",86,,,,1,0.0025412363810580285,1,sgd,mse,120,recon,,,,,,,0.8588162821930863,0.9787866748730958,True,0.006534097261315433,0.0008528767536042755,0.8723297287188865,False,,,,1e-10,PRUNED
55,0.8651974948771359,relu,512,0.5087514123759782,11,6.0,0.03300747743819187,266,1.0,73,,,,2,0.005801895374962006,1,mse,recon,0.8567886048207091,0.9740832698088182,0.009538923745331763,0.0005512449226363632,0.4026685454850263,False,0.0,0.8889308502731252,0.8892701929753256,0.5788897356432794,0.5814487461919573,0.8461325339971888,0.8409351590769247,relu,fedadam,512,0.5087514123759782,11,6.0,6.0,-6.0,0.03300747743819187,5,266,1.0,[266],"[42, 43, 44, 45]",73,,,,2,0.005801895374962006,1,sgd,mse,120,recon,0.8651974948771359,0.009454550238209278,0.5819161222741565,0.024301136160315595,0.867531692135157,0.8461325339971888,0.8567886048207091,0.9740832698088182,True,0.009538923745331763,0.0005512449226363632,0.4026685454850263,False,0.5788897356432794,0.5814487461919573,0.5788897356432794,0.0,COMPLETE
56,0.8570787887907594,relu,512,0.46333864309197675,12,6.0,0.030146751528844294,286,1.0,73,,,,2,0.00563352011628964,1,mse,recon,0.8507908132515288,0.9743472094862266,0.009358702922890719,0.0005413247578534676,0.3803476364145099,False,0.0,0.877773647498029,0.8781949395605533,0.5927533065758945,0.5996270340922134,0.843692677079864,0.8367378152043219,relu,fedadam,512,0.46333864309197675,12,6.0,6.0,-6.0,0.030146751528844294,5,286,1.0,[286],"[42, 43, 44, 45]",73,,,,2,0.00563352011628964,1,sgd,mse,120,recon,0.8570787887907594,0.027139087456193225,0.5989646545900675,0.03088069023574477,0.8607331622889465,0.843692677079864,0.8507908132515288,0.9743472094862266,True,0.009358702922890719,0.0005413247578534676,0.3803476364145099,False,0.5927533065758945,0.5996270340922134,0.5927533065758945,0.0,COMPLETE
