number,value,params_activation,params_batch_size,params_beta,params_beta_warmup_rounds,params_clip_abs,params_dropout,params_first_layer,params_grad_clip,params_latent_dim,params_layer_1_dropoff,params_layer_2_dropoff,params_layer_3_dropoff,params_local_epochs,params_lr,params_n_layers,params_recon_type,params_score_type,params_sgd_momentum,params_sgd_nesterov,params_weight_decay,user_attrs_NF-BoT-IoT-v3__test_auroc,user_attrs_NF-BoT-IoT-v3__val_auroc,user_attrs_NF-ToN-IoT-v3__test_auroc,user_attrs_NF-ToN-IoT-v3__val_auroc,user_attrs_activation,user_attrs_batch_size,user_attrs_beta,user_attrs_beta_warmup_rounds,user_attrs_clip_abs,user_attrs_clip_max,user_attrs_clip_min,user_attrs_dropout,user_attrs_early_stop_patience,user_attrs_epochs_matched,user_attrs_epochs_per_round,user_attrs_first_layer,user_attrs_grad_clip,user_attrs_hidden_dims,user_attrs_hpo_seeds,user_attrs_latent_dim,user_attrs_layer_1_dropoff,user_attrs_layer_2_dropoff,user_attrs_layer_3_dropoff,user_attrs_local_epochs,user_attrs_lr,user_attrs_max_rounds,user_attrs_n_layers,user_attrs_optimizer,user_attrs_recon_type,user_attrs_rounds,user_attrs_score_type,user_attrs_seed_seen_obj_mean,user_attrs_seed_seen_obj_std,user_attrs_seen_test_mean,user_attrs_seen_test_min,user_attrs_sgd_momentum,user_attrs_sgd_nesterov,user_attrs_train__best_metric,user_attrs_train__history_len,user_attrs_unseen__test_auroc,user_attrs_unseen__val_auroc,user_attrs_unseen_test_n,user_attrs_unseen_val_n,user_attrs_weight_decay,state
41,0.8944720359950586,leakyrelu,512,0.24432370707871798,14,4.0,0.024713902486121306,300,2.0,31,,,,5,0.013728126648374996,1,mse,recon,0.9108170464991221,True,1e-10,0.9632159637664388,0.9645632111560831,0.8283105838653773,0.8243808608340343,leakyrelu,512,0.24432370707871798,14,4.0,4.0,-4.0,0.024713902486121306,8,600,5,300,2.0,[300],"[42, 43, 44, 45]",31,,,,5,0.013728126648374996,120,1,sgd,mse,120,recon,0.8944720359950586,0.002639573398641265,0.895763273815908,0.8283105838653773,0.9108170464991221,True,0.896216350039327,18.5,0.5705165484033035,0.5773276249150894,7290.0,5832.0,1e-10,COMPLETE
42,0.9117704858112189,leakyrelu,128,0.19999658036272297,4,4.0,0.06891901210954773,66,2.0,59,,,,8,0.01526962345019417,1,mse,recon,0.8405632899112696,True,1e-10,,,,,leakyrelu,128,0.19999658036272297,4,4.0,4.0,-4.0,0.06891901210954773,8,966,8,66,2.0,[66],,59,,,,8,0.01526962345019417,120,1,sgd,mse,120,recon,,,,,0.8405632899112696,True,,,,,,,1e-10,PRUNED
43,0.9079054783362593,leakyrelu,128,0.27307510994286754,14,4.0,0.09100355035381902,182,2.0,52,,,,4,0.017074934947031366,1,mse,recon,0.9366381380358717,True,1e-10,0.9653028652286896,0.9658543351943114,0.8573231459371784,0.8499566214782073,leakyrelu,128,0.27307510994286754,14,4.0,4.0,-4.0,0.09100355035381902,8,483,4,182,2.0,[182],"[42, 43, 44, 45]",52,,,,4,0.017074934947031366,120,1,sgd,mse,120,recon,0.9079054783362593,0.0026879389196495856,0.9113130055829339,0.8573231459371784,0.9366381380358717,True,0.9092846074987628,18.75,0.5974627475110125,0.6035782752695031,7290.0,5832.0,1e-10,COMPLETE
44,0.8783460322970942,leakyrelu,128,1.5809659861421965,12,5.0,0.22527365676663447,495,2.0,71,,,,7,0.013579639070337044,1,mse,recon,0.7958504381986269,True,1e-10,,,,,leakyrelu,128,1.5809659861421965,12,5.0,5.0,-5.0,0.22527365676663447,8,845,7,495,2.0,[495],,71,,,,7,0.013579639070337044,120,1,sgd,mse,120,recon,,,,,0.7958504381986269,True,,,,,,,1e-10,PRUNED
45,0.9207013778340399,leakyrelu,64,0.344212323439367,10,4.0,0.024341770402075427,273,2.0,28,0.8305383771041216,0.8724737882457683,,3,0.009786963441852448,3,mse,recon,0.9439252389687729,True,1e-10,0.9724523136152461,0.9732746085642621,0.8722801214057628,0.8681281471038178,leakyrelu,64,0.344212323439367,10,4.0,4.0,-4.0,0.024341770402075427,8,361,3,273,2.0,"[273, 226, 197]","[42, 43, 44, 45]",28,0.8278388278388278,0.8716814159292036,,3,0.009786963441852448,120,3,sgd,mse,120,recon,0.9207013778340399,0.001329756446957231,0.9223662175105045,0.8722801214057628,0.9439252389687729,True,0.9213305119359441,41.75,0.5048847473190816,0.5087506774035123,7290.0,5832.0,1e-10,COMPLETE
46,0.8583177624609317,elu,512,0.33799172174716147,10,8.0,0.15291736801891817,220,2.0,116,0.9366551330989499,0.8594568277641046,,6,0.007172017664512793,3,mse,recon+kl,0.8992751930036843,False,0.0,,,,,elu,512,0.33799172174716147,10,8.0,8.0,-8.0,0.15291736801891817,8,720,6,220,2.0,"[220, 206, 177]",,116,0.9363636363636364,0.8592233009708737,,6,0.007172017664512793,120,3,sgd,mse,120,recon+kl,,,,,0.8992751930036843,False,,,,,,,0.0,PRUNED
47,0.6631447564263955,relu,256,0.16497371995437582,11,4.0,0.06666371142626693,100,2.0,127,0.8334896223246551,0.8735364420907858,,5,0.009752818130309721,3,huber,recon,0.14293380665526767,True,1e-10,,,,,relu,256,0.16497371995437582,11,4.0,4.0,-4.0,0.06666371142626693,8,600,5,100,2.0,"[100, 83, 72]",,127,0.83,0.8674698795180723,,5,0.009752818130309721,120,3,sgd,huber,120,recon,,,,,0.14293380665526767,True,,,,,,,1e-10,PRUNED
48,0.8233456300887587,leakyrelu,64,0.46648908223603275,9,5.0,0.032153260821784456,170,,26,0.8443455620596797,0.8928540361167492,,2,0.0050752748894995975,3,mse,recon,0.8383477576894897,True,1e-08,,,,,leakyrelu,64,0.46648908223603275,9,5.0,5.0,-5.0,0.032153260821784456,8,241,2,170,,"[170, 143, 127]",,26,0.8411764705882353,0.8881118881118881,,2,0.0050752748894995975,120,3,sgd,mse,120,recon,,,,,0.8383477576894897,True,,,,,,,1e-08,PRUNED
49,0.8552887338387516,gelu,128,0.2373379328204339,0,3.0,0.13611894411539546,403,2.0,101,0.9121806603099409,0.8143981839927541,0.5148733933717313,6,0.019949935295402836,4,mse,recon,0.7836698218230385,True,1e-10,,,,,gelu,128,0.2373379328204339,0,3.0,3.0,-3.0,0.13611894411539546,8,724,6,403,2.0,"[403, 367, 298, 153]",,101,0.9106699751861043,0.8119891008174387,0.5134228187919463,6,0.019949935295402836,120,4,sgd,mse,120,recon,,,,,0.7836698218230385,True,,,,,,,1e-10,PRUNED
50,0.9173490169299131,leakyrelu,64,0.9742552394835348,7,4.0,0.08434509259073233,263,1.0,46,0.7578980132057934,0.9186892454470446,,8,0.008591013156826805,3,mse,recon,0.9427008260330454,True,1e-05,0.9776340929661054,0.9778014516192767,0.8644002062317361,0.8568965822405497,leakyrelu,64,0.9742552394835348,7,4.0,4.0,-4.0,0.08434509259073233,8,963,8,263,1.0,"[263, 199, 182]","[42, 43, 44, 45]",46,0.7566539923954373,0.914572864321608,,8,0.008591013156826805,120,3,sgd,mse,120,recon,0.9173490169299131,0.0019414551623221875,0.9210171495989208,0.8644002062317361,0.9427008260330454,True,0.9191504501440424,25.0,0.49238207063436956,0.4944652399090398,7290.0,5832.0,1e-05,COMPLETE
51,0.9181324926003074,leakyrelu,64,0.975127482138627,7,4.0,0.08751185803544169,263,1.0,48,0.748033403125987,0.9321129339968921,,8,0.01127135189457846,3,mse,recon,0.9389367461929439,True,1e-05,0.9776692426816901,0.9779115296900314,0.8647162526037698,0.8583534555105834,leakyrelu,64,0.975127482138627,7,4.0,4.0,-4.0,0.08751185803544169,8,963,8,263,1.0,"[263, 196, 182]","[42, 43, 44, 45]",48,0.7452471482889734,0.9285714285714286,,8,0.01127135189457846,120,3,sgd,mse,120,recon,0.9181324926003074,0.0035663655828584574,0.92119274764273,0.8647162526037698,0.9389367461929439,True,0.9199622171134706,26.25,0.5039136141170891,0.5046651609727139,7290.0,5832.0,1e-05,COMPLETE
52,0.9165026080035226,leakyrelu,64,1.0148213129623609,6,4.0,0.08074871219607643,326,1.0,44,0.7490975011024588,0.9382331350340573,,8,0.008118656403743846,3,mse,recon,0.9454956825210878,True,1e-05,0.9768601594532602,0.9759070150778733,0.8637401235508739,0.8570982009291719,leakyrelu,64,1.0148213129623609,6,4.0,4.0,-4.0,0.08074871219607643,8,963,8,326,1.0,"[326, 244, 228]","[42, 43, 44, 45]",44,0.7484662576687117,0.9344262295081968,,8,0.008118656403743846,120,3,sgd,mse,120,recon,0.9165026080035226,0.0025728958310996656,0.9203001415020671,0.8637401235508739,0.9454956825210878,True,0.9190881637143165,30.5,0.4856428088912974,0.488418325717248,7290.0,5832.0,1e-05,COMPLETE
53,0.9018317208542435,leakyrelu,64,0.9429166616028525,6,4.0,0.02113682566613498,324,1.0,19,0.73716164771614,0.9361841448337672,,8,0.008500716628111919,3,mse,recon,0.9441168680560842,True,1e-05,0.9615171768832288,0.9613102630395471,0.849108442893943,0.8423531786689397,leakyrelu,64,0.9429166616028525,6,4.0,4.0,-4.0,0.02113682566613498,8,963,8,324,1.0,"[324, 238, 222]","[42, 43, 44, 45]",19,0.7345679012345679,0.9327731092436975,,8,0.008500716628111919,120,3,sgd,mse,120,recon,0.9018317208542435,0.0028650250377336224,0.9053128098885859,0.849108442893943,0.9441168680560842,True,0.9036808060537294,12.75,0.5025162059381945,0.500340906845727,7290.0,5832.0,1e-05,COMPLETE
54,0.8723514522308216,leakyrelu,64,0.7598181730091307,5,4.0,0.3982805812160537,239,1.0,47,0.7642690384599372,0.9336977075885985,,8,0.006849064432521862,3,mse,recon,0.9070330976748314,True,1e-05,,,,,leakyrelu,64,0.7598181730091307,5,4.0,4.0,-4.0,0.3982805812160537,8,963,8,239,1.0,"[239, 182, 169]",,47,0.7615062761506276,0.9285714285714286,,8,0.006849064432521862,120,3,sgd,mse,120,recon,,,,,0.9070330976748314,True,,,,,,,1e-05,PRUNED
55,0.9146388810093689,leakyrelu,64,1.1523956955615817,7,4.0,0.11057605616425428,358,1.0,44,0.8088065870987187,0.9347883987214165,,8,0.011025596616609538,3,mse,recon,0.9446434613334137,True,1e-05,0.9781663251423959,0.9778635469412409,0.8578933973855987,0.8514142150774968,leakyrelu,64,1.1523956955615817,7,4.0,4.0,-4.0,0.11057605616425428,8,963,8,358,1.0,"[358, 289, 270]","[42, 43, 44, 45]",44,0.8072625698324022,0.9342560553633218,,8,0.011025596616609538,120,3,sgd,mse,120,recon,0.9146388810093689,0.002356951388894065,0.9180298612639972,0.8578933973855987,0.9446434613334137,True,0.9167952233879209,22.75,0.5075782071763375,0.5085754168854116,7290.0,5832.0,1e-05,COMPLETE
56,0.8761565253715841,leakyrelu,64,1.3965181188281954,5,4.0,0.059757350304935494,265,1.0,29,0.6770881192080361,0.8312832078216208,,8,0.005458600058024327,3,mse,recon,0.9017209778157781,True,1e-05,,,,,leakyrelu,64,1.3965181188281954,5,4.0,4.0,-4.0,0.059757350304935494,8,963,8,265,1.0,"[265, 179, 148]",,29,0.6754716981132075,0.8268156424581006,,8,0.005458600058024327,120,3,sgd,mse,120,recon,,,,,0.9017209778157781,True,,,,,,,1e-05,PRUNED
57,0.7483002287648112,gelu,64,0.9426762562400804,4,4.0,0.37299443456201603,401,1.0,50,0.7535491682050806,0.9177177535587521,,7,0.003725050022871188,3,mse,recon+kl,0.7117219779454608,True,1e-05,,,,,gelu,64,0.9426762562400804,4,4.0,4.0,-4.0,0.37299443456201603,8,843,7,401,1.0,"[401, 302, 277]",,50,0.7531172069825436,0.9172185430463576,,7,0.003725050022871188,120,3,sgd,mse,120,recon+kl,,,,,0.7117219779454608,True,,,,,,,1e-05,PRUNED
58,0.8192138214778311,leakyrelu,64,0.7426048478242502,7,4.0,0.13004711203945696,234,1.0,21,0.6114669098614386,0.9573998034838676,,8,0.00881328381599876,3,huber,recon,0.9452044052122315,True,1e-05,,,,,leakyrelu,64,0.7426048478242502,7,4.0,4.0,-4.0,0.13004711203945696,8,963,8,234,1.0,"[234, 143, 136]",,21,0.6111111111111112,0.951048951048951,,8,0.00881328381599876,120,3,sgd,huber,120,recon,,,,,0.9452044052122315,True,,,,,,,1e-05,PRUNED
59,0.9216247223351228,elu,64,0.6224004065128169,8,4.0,0.03977917237656696,443,1.0,42,0.6585591639443958,0.8830445472860564,0.5019698630618601,8,0.012086339894801828,4,mse,recon,0.8961246609031905,False,1e-06,0.9782394094546714,0.9782390883936316,0.8717657087051995,0.865010356276614,elu,64,0.6224004065128169,8,4.0,4.0,-4.0,0.03977917237656696,8,963,8,443,1.0,"[443, 291, 256, 128]","[42, 43, 44, 45]",42,0.6568848758465011,0.8797250859106529,0.5,8,0.012086339894801828,120,4,sgd,mse,120,recon,0.9216247223351228,0.003516615638333053,0.9250025590799354,0.8717657087051995,0.8961246609031905,False,0.9230443589928139,22.75,0.5163040299863955,0.5210627067491971,7290.0,5832.0,1e-06,COMPLETE
60,0.8866032400586332,elu,64,0.6299740415270091,8,4.0,0.040371168722491066,462,1.0,14,0.5576551185560452,0.8858313442333585,0.515232769997874,8,0.006162608242143481,4,mse,recon,0.822338509238783,False,1e-06,,,,,elu,64,0.6299740415270091,8,4.0,4.0,-4.0,0.040371168722491066,8,963,8,462,1.0,"[462, 257, 227, 116]",,14,0.5562770562770563,0.8832684824902723,0.5110132158590308,8,0.006162608242143481,120,4,sgd,mse,120,recon,,,,,0.822338509238783,False,,,,,,,1e-06,PRUNED
61,0.9195234336925454,elu,64,0.8726860276623793,6,4.0,0.0830120908452108,530,1.0,44,0.6344107358392742,0.8484823312789788,0.6777174592910338,8,0.012842471859938361,4,mse,recon,0.8973313039030585,False,1e-06,0.9788222022764521,0.9791584637335095,0.8654055389027191,0.8598884036515813,elu,64,0.8726860276623793,6,4.0,4.0,-4.0,0.0830120908452108,8,963,8,530,1.0,"[530, 336, 285, 193]","[42, 43, 44, 45]",44,0.6339622641509434,0.8482142857142857,0.6771929824561403,8,0.012842471859938361,120,4,sgd,mse,120,recon,0.9195234336925454,0.001189139200601813,0.9221138705895856,0.8654055389027191,0.8973313039030585,False,0.9213195379402417,24.25,0.5112797939940652,0.5146802955313949,7290.0,5832.0,1e-06,COMPLETE
62,0.9215181724076615,elu,64,0.8178468865340418,6,4.0,0.0827830290992697,552,1.0,41,0.6337339881091922,0.8376808571186524,0.6787561588195866,8,0.012504624095407917,4,mse,recon,0.9157103804582423,False,1e-06,0.9795064362742054,0.9789198436420976,0.8695482188991817,0.8641165011732252,elu,64,0.8178468865340418,6,4.0,4.0,-4.0,0.0827830290992697,8,963,8,552,1.0,"[552, 349, 292, 198]","[42, 43, 44, 45]",41,0.6322463768115942,0.836676217765043,0.678082191780822,8,0.012504624095407917,120,4,sgd,mse,120,recon,0.9215181724076615,0.0006098650699964952,0.9245273275866935,0.8695482188991817,0.9157103804582423,False,0.9219952949857086,23.25,0.5190273802736334,0.5228575761467407,7290.0,5832.0,1e-06,COMPLETE
63,0.9171850391200529,elu,64,0.8293927189934311,4,4.0,0.01521771144285285,591,1.0,34,0.6350755997722694,0.8278043926314227,0.7048453722279446,8,0.011595513800248688,4,mse,recon,0.772606128019826,False,1e-06,0.9787925846895517,0.9793947611305865,0.8581615174591347,0.8549753171095192,elu,64,0.8293927189934311,4,4.0,4.0,-4.0,0.01521771144285285,8,963,8,591,1.0,"[591, 375, 310, 218]","[42, 43, 44, 45]",34,0.6345177664974619,0.8266666666666667,0.7032258064516129,8,0.011595513800248688,120,4,sgd,mse,120,recon,0.9171850391200529,0.0008074139477001966,0.9184770510743432,0.8581615174591347,0.772606128019826,False,0.9192254084884306,29.25,0.513437709924526,0.5172406985206259,7290.0,5832.0,1e-06,COMPLETE
64,0.9228599694039414,elu,64,0.6415148434452193,7,4.0,0.0026778513395979697,553,1.0,40,0.5857230482162785,0.8605746641146599,0.6560741193094857,8,0.012825170343695944,4,mse,recon,0.8657712669198793,False,1e-06,0.9772248659775967,0.9777929252729842,0.8741808780278526,0.8679270135348987,elu,64,0.6415148434452193,7,4.0,4.0,-4.0,0.0026778513395979697,8,963,8,553,1.0,"[553, 323, 277, 181]","[42, 43, 44, 45]",40,0.5840867992766727,0.8575851393188855,0.6534296028880866,8,0.012825170343695944,120,4,sgd,mse,120,recon,0.9228599694039414,0.002252752506596269,0.9257028720027247,0.8741808780278526,0.8657712669198793,False,0.924579395337394,22.25,0.5102297056493572,0.5110726955108845,7290.0,5832.0,1e-06,COMPLETE
65,0.9233763940282176,elu,64,0.6260405198250033,6,8.0,0.00697512877343065,531,1.0,40,0.5687709549498376,0.8493363743638717,0.6557603529863845,7,0.012610048927795672,4,mse,recon,0.8646642428786937,False,1e-06,0.9775484766888516,0.9781989410630719,0.8758656276049458,0.8685538469933634,elu,64,0.6260405198250033,6,8.0,8.0,-8.0,0.00697512877343065,8,843,7,531,1.0,"[531, 302, 256, 167]","[42, 43, 44, 45]",40,0.568738229755179,0.847682119205298,0.65234375,7,0.012610048927795672,120,4,sgd,mse,120,recon,0.9233763940282176,0.0021606259769811347,0.9267070521468987,0.8758656276049458,0.8646642428786937,False,0.9247679892970246,30.0,0.5736972119200439,0.5788992951475329,7290.0,5832.0,1e-06,COMPLETE
66,0.897296248548757,elu,64,0.6331353284421848,3,8.0,0.0013983945616180937,538,1.0,40,0.5755584693898002,0.8045636662209793,0.6483349233912228,3,0.0131913552149578,4,mse,recon,0.8600268591897686,False,1e-06,,,,,elu,64,0.6331353284421848,3,8.0,8.0,-8.0,0.0013983945616180937,8,361,3,538,1.0,"[538, 309, 248, 160]",,40,0.5743494423791822,0.8025889967637541,0.6451612903225806,3,0.0131913552149578,120,4,sgd,mse,120,recon,,,,,0.8600268591897686,False,,,,,,,1e-06,PRUNED
67,0.9210524721935267,elu,64,0.5406997771109374,6,8.0,0.04196720138811997,650,1.0,27,0.6392267230297118,0.851817421733007,0.6374662506809675,7,0.014118001697307078,4,mse,recon,0.8233342975141464,False,1e-06,0.9768355471256451,0.9774439036976825,0.8680922623583804,0.8646610406893709,elu,64,0.5406997771109374,6,8.0,8.0,-8.0,0.04196720138811997,8,843,7,650,1.0,"[650, 415, 353, 225]","[42, 43, 44, 45]",27,0.6384615384615384,0.8506024096385543,0.6373937677053825,7,0.014118001697307078,120,4,sgd,mse,120,recon,0.9210524721935267,0.0023121687116441736,0.9224639047420128,0.8680922623583804,0.8233342975141464,False,0.9223706747315318,27.0,0.5953700504853784,0.6010208565014743,7290.0,5832.0,1e-06,COMPLETE
68,0.9196918216815224,elu,64,0.5344899849178275,6,8.0,0.010232383221823505,650,1.0,26,0.6382023529032868,0.8504342448819122,0.6398203148581982,7,0.014467125861688199,4,mse,recon,0.8233849795830027,False,1e-06,0.9751869915945515,0.9755238293150134,0.8682726774938329,0.8638598140480316,elu,64,0.5344899849178275,6,8.0,8.0,-8.0,0.010232383221823505,8,843,7,650,1.0,"[650, 414, 352, 225]","[42, 43, 44, 45]",26,0.6369230769230769,0.8502415458937198,0.6392045454545454,7,0.014467125861688199,120,4,sgd,mse,120,recon,0.9196918216815224,0.0038408263599727602,0.9217298345441922,0.8682726774938329,0.8233849795830027,False,0.9211435570928852,24.5,0.5856164277878447,0.5920067737999138,7290.0,5832.0,1e-06,COMPLETE
69,0.8986586704827064,elu,64,0.520104835113761,5,8.0,0.013562929905550948,656,1.0,13,0.5880605089620421,0.7737129322418742,0.6229477994346395,7,0.00987928499337606,4,mse,recon,0.8269430616476096,False,1e-06,,,,,elu,64,0.520104835113761,5,8.0,8.0,-8.0,0.013562929905550948,8,843,7,656,1.0,"[656, 385, 297, 185]",,13,0.586890243902439,0.7714285714285715,0.622895622895623,7,0.00987928499337606,120,4,sgd,mse,120,recon,,,,,0.8269430616476096,False,,,,,,,1e-06,PRUNED
70,0.8927650247158199,elu,64,0.4151643006410604,8,8.0,0.03869826278826125,636,1.0,24,0.5360921553295748,0.8648209879872236,0.6111094282565939,7,0.014921058508466757,4,mse,recon+kl,0.7068884874345647,False,1e-06,,,,,elu,64,0.4151643006410604,8,8.0,8.0,-8.0,0.03869826278826125,8,843,7,636,1.0,"[636, 340, 294, 179]",,24,0.5345911949685535,0.8647058823529412,0.608843537414966,7,0.014921058508466757,120,4,sgd,mse,120,recon+kl,,,,,0.7068884874345647,False,,,,,,,1e-06,PRUNED
71,0.9202414990563392,elu,64,0.6120116140330991,6,8.0,0.0023571138038756614,714,1.0,29,0.6368388847386223,0.8444549228714496,0.6583251037187164,7,0.01313743177947807,4,mse,recon,0.8756176045374247,False,1e-06,0.9751332415075239,0.9762828211410108,0.8718062494237366,0.8642001769716676,elu,64,0.6120116140330991,6,8.0,8.0,-8.0,0.0023571138038756614,8,843,7,714,1.0,"[714, 454, 383, 252]","[42, 43, 44, 45]",29,0.6358543417366946,0.8436123348017621,0.6579634464751958,7,0.01313743177947807,120,4,sgd,mse,120,recon,0.9202414990563392,0.0009725490827623852,0.9234697454656302,0.8718062494237366,0.8756176045374247,False,0.9222520703144845,26.25,0.5960079199760651,0.6022109874379282,7290.0,5832.0,1e-06,COMPLETE
72,0.920406079590679,elu,64,0.6092891632978822,5,8.0,0.00021876819060536682,728,1.0,29,0.6405384091375191,0.7863864558043139,0.615332576644288,7,0.017403583367570974,4,mse,recon,0.8569801368587358,False,1e-06,0.9754767321301894,0.9764674165382422,0.8684952986314567,0.8643447426431157,elu,64,0.6092891632978822,5,8.0,8.0,-8.0,0.00021876819060536682,8,843,7,728,1.0,"[728, 466, 366, 225]","[42, 43, 44, 45]",29,0.6401098901098901,0.7854077253218884,0.6147540983606558,7,0.017403583367570974,120,4,sgd,mse,120,recon,0.920406079590679,0.0019034773411400602,0.921986015380823,0.8684952986314567,0.8569801368587358,False,0.9214910277551978,26.0,0.6027889267105849,0.6071115343707015,7290.0,5832.0,1e-06,COMPLETE
73,0.9199637018737734,elu,64,0.6808148906294278,5,8.0,0.027037005696587478,790,1.0,29,0.6651042833775282,0.7841654571711564,0.5975529627250097,7,0.017857655217189846,4,mse,recon,0.8607394630603434,False,1e-06,0.9774419173530082,0.9780074363852242,0.8648966865559864,0.8619199673623223,elu,64,0.6808148906294278,5,8.0,8.0,-8.0,0.027037005696587478,8,843,7,790,1.0,"[790, 525, 411, 245]","[42, 43, 44, 45]",29,0.6645569620253164,0.7828571428571428,0.5961070559610706,7,0.017857655217189846,120,4,sgd,mse,120,recon,0.9199637018737734,0.0009357357752885652,0.9211693019544973,0.8648966865559864,0.8607394630603434,False,0.9198973801301555,22.5,0.6060599389207832,0.6118965346106152,7290.0,5832.0,1e-06,COMPLETE
74,0.9238692094936221,elu,64,0.46347333236303745,5,8.0,0.00378917806364025,726,1.0,38,0.5970726093727375,0.803004134011988,0.6827188985827731,7,0.012688973917440682,4,mse,recon,0.872791077910549,False,1e-06,0.977342865906093,0.9776574151693227,0.8766907144913547,0.8700810038179215,elu,64,0.46347333236303745,5,8.0,8.0,-8.0,0.00378917806364025,8,843,7,726,1.0,"[726, 433, 347, 236]","[42, 43, 44, 45]",38,0.5964187327823691,0.8013856812933026,0.6801152737752162,7,0.012688973917440682,120,4,sgd,mse,120,recon,0.9238692094936221,0.002001492359373786,0.9270167901987239,0.8766907144913547,0.872791077910549,False,0.9259686017591793,26.5,0.5742543574921769,0.5822141915800625,7290.0,5832.0,1e-06,COMPLETE
75,0.8160885627473229,elu,64,0.4509523956025956,4,8.0,0.049719274292419735,697,1.0,37,0.5927111900594919,0.786497571973367,0.713548876365265,1,0.001152763834604923,4,mse,recon,0.7760148760388608,False,1e-06,,,,,elu,64,0.4509523956025956,4,8.0,8.0,-8.0,0.049719274292419735,8,121,1,697,1.0,"[697, 413, 324, 231]",,37,0.5925394548063128,0.784503631961259,0.7129629629629629,1,0.001152763834604923,120,4,sgd,mse,120,recon,,,,,0.7760148760388608,False,,,,,,,1e-06,PRUNED
76,0.8869527026518466,elu,64,0.5661581578782154,5,8.0,0.02065364785838449,750,1.0,33,0.547329663167039,0.7249335647398919,0.5754381730119925,7,0.009425028484942763,4,huber,recon,0.9105493823213843,False,1e-06,,,,,elu,64,0.5661581578782154,5,8.0,8.0,-8.0,0.02065364785838449,8,843,7,750,1.0,"[750, 410, 297, 170]",,33,0.5466666666666666,0.724390243902439,0.5723905723905723,7,0.009425028484942763,120,4,sgd,huber,120,recon,,,,,0.9105493823213843,False,,,,,,,1e-06,PRUNED
77,0.751154143874861,elu,64,0.49200334584793903,2,8.0,0.038788733169794615,603,1.0,41,0.7015098078641921,0.8952208913808709,0.6777887561194874,2,0.00030304685838704646,4,mse,recon,0.6427037175389185,False,1e-06,,,,,elu,64,0.49200334584793903,2,8.0,8.0,-8.0,0.038788733169794615,8,241,2,603,1.0,"[603, 423, 378, 256]",,41,0.7014925373134329,0.8936170212765957,0.6772486772486772,2,0.00030304685838704646,120,4,sgd,mse,120,recon,,,,,0.6427037175389185,False,,,,,,,1e-06,PRUNED
78,0.9223786498054347,elu,64,0.41350643510703783,5,8.0,0.00013460700601855558,559,1.0,54,0.610057664370648,0.8033115896805231,0.7682535713292906,8,0.016775444934391818,4,mse,recon,0.8551372871181732,False,1e-06,0.9691370631923393,0.9697968148157556,0.8810022561300314,0.8749604847951138,elu,64,0.41350643510703783,5,8.0,8.0,-8.0,0.00013460700601855558,8,963,8,559,1.0,"[559, 341, 273, 209]","[42, 43, 44, 45]",54,0.6100178890876565,0.8005865102639296,0.7655677655677655,8,0.016775444934391818,120,4,sgd,mse,120,recon,0.9223786498054347,0.0036827954973686528,0.9250696596611854,0.8810022561300314,0.8551372871181732,False,0.9236323975756481,26.0,0.575969317384244,0.5838909416802618,7290.0,5832.0,1e-06,COMPLETE
79,0.9279702571052102,elu,64,0.371900125108943,3,8.0,0.058368768510686175,506,5.0,56,0.5691362160605736,0.8143851738374538,0.8029534518495324,8,0.010503290932017958,4,mse,recon,0.882934154421437,False,1e-06,0.9776149375001176,0.9771741183405119,0.8842079365348176,0.8787663958699085,elu,64,0.371900125108943,3,8.0,8.0,-8.0,0.058368768510686175,8,963,8,506,5.0,"[506, 287, 233, 187]","[42, 43, 44, 45]",56,0.567193675889328,0.8118466898954704,0.8025751072961373,8,0.010503290932017958,120,4,sgd,mse,120,recon,0.9279702571052102,0.002054666159514246,0.9309114370174676,0.8842079365348176,0.882934154421437,False,0.9284367879030786,23.75,0.586007995243122,0.5905366846931267,7290.0,5832.0,1e-06,COMPLETE
