number,values_0,params_activation,params_batch_size,params_beta,params_beta_warmup_rounds,params_clip_abs,params_dropout,params_first_layer,params_grad_clip,params_latent_dim,params_layer_1_dropoff,params_layer_2_dropoff,params_layer_3_dropoff,params_local_epochs,params_lr,params_n_layers,params_prox_mu,params_recon_type,params_score_type,params_sgd_momentum,params_sgd_nesterov,params_weight_decay,user_attrs_NF-BoT-IoT-v3__test_auroc,user_attrs_NF-BoT-IoT-v3__val_auroc,user_attrs_NF-CICIDS2018-v3__test_auroc,user_attrs_NF-CICIDS2018-v3__val_auroc,user_attrs_NF-ToN-IoT-v3__test_auroc,user_attrs_NF-ToN-IoT-v3__val_auroc,user_attrs_activation,user_attrs_aggregation_method,user_attrs_batch_size,user_attrs_beta,user_attrs_beta_warmup_rounds,user_attrs_clip_abs,user_attrs_clip_max,user_attrs_clip_min,user_attrs_dropout,user_attrs_early_stop_patience,user_attrs_first_layer,user_attrs_grad_clip,user_attrs_hidden_dims,user_attrs_hpo_seeds,user_attrs_latent_dim,user_attrs_layer_1_dropoff,user_attrs_layer_2_dropoff,user_attrs_layer_3_dropoff,user_attrs_local_epochs,user_attrs_lr,user_attrs_n_layers,user_attrs_optimizer,user_attrs_prox_mu,user_attrs_recon_type,user_attrs_rounds,user_attrs_score_type,user_attrs_seed_seen_obj_mean,user_attrs_seed_seen_obj_std,user_attrs_seed_unseen_val_obj_mean,user_attrs_seed_unseen_val_obj_std,user_attrs_seen_test_mean,user_attrs_seen_test_min,user_attrs_sgd_momentum,user_attrs_sgd_nesterov,user_attrs_unseen__test_auroc,user_attrs_unseen__val_auroc,user_attrs_unseen_test_auroc,user_attrs_weight_decay,state
10,0.739884430962233,gelu,256,0.41952925294727395,15,8.0,0.15940436508710043,615,,20,,,,7,0.017764136082819067,1,0.0012154854389841594,huber,recon+kl,0.4241132095137619,True,0.0,,,,,,,gelu,fedprox,256,0.41952925294727395,15,8.0,8.0,-8.0,0.15940436508710043,2,615,,[615],"[42, 43, 44, 45]",20,,,,7,0.017764136082819067,1,sgd,0.0012154854389841594,huber,120,recon+kl,,,,,,,0.4241132095137619,True,,,,0.0,PRUNED
11,0.7295235383607963,leakyrelu,64,1.405107698860653,9,5.0,0.24636931934605802,1021,,84,0.9201828284217477,,,3,0.0003090973814826691,2,0.0012274792728955474,mse,recon,0.29283662015351425,True,0.0,,,,,,,leakyrelu,fedprox,64,1.405107698860653,9,5.0,5.0,-5.0,0.24636931934605802,3,1021,,"[1021, 939]","[42, 43, 44, 45]",84,0.9196865817825661,,,3,0.0003090973814826691,2,sgd,0.0012274792728955474,mse,120,recon,,,,,,,0.29283662015351425,True,,,,0.0,PRUNED
12,0.8044176043883517,gelu,64,0.446225228170337,12,5.0,0.2858185102396184,861,,114,0.5024707401359401,,,6,0.006967250927851154,2,0.0021038949413747974,mse,recon,0.3675397214497528,True,0.0001,0.5433722181766178,0.5414136546907371,0.7934918175300739,0.7911996286981997,0.830675286626361,0.8169665412058912,gelu,fedprox,64,0.446225228170337,12,5.0,5.0,-5.0,0.2858185102396184,2,861,,"[861, 432]","[42, 43, 44, 45]",114,0.5017421602787456,,,6,0.006967250927851154,2,sgd,0.0021038949413747974,mse,120,recon,0.8044176043883517,0.006277124976464992,0.5415744498213348,0.004955531842126818,0.8120835520782175,0.7934918175300739,0.3675397214497528,True,0.5433722181766178,0.5414136546907371,0.5433722181766178,0.0001,COMPLETE
13,0.7542794614077575,gelu,64,0.45993906925768624,14,5.0,0.10318197694701743,597,,106,0.9682628100954824,0.9945344054303167,,7,0.007290602465790068,3,0.0015688634902507343,mse,recon,0.5355319881460133,True,0.0,0.6006805835454924,0.5970922836448449,0.7114139481146543,0.7126195570157365,0.7972724629827206,0.7959793073219792,gelu,fedprox,64,0.45993906925768624,14,5.0,5.0,-5.0,0.10318197694701743,2,597,,"[597, 578, 574]","[42, 43, 44, 45]",106,0.9681742043551089,0.9930795847750865,,7,0.007290602465790068,3,sgd,0.0015688634902507343,mse,120,recon,0.7542794614077575,0.007076805409568768,0.5969383683936693,0.004579411540528565,0.7543432055486874,0.7114139481146543,0.5355319881460133,True,0.6006805835454924,0.5970922836448449,0.6006805835454924,0.0,COMPLETE
14,0.6972438497406108,gelu,128,0.24865728639994727,7,5.0,0.29356232796619125,889,,79,0.8720050255347022,0.6097396305515479,0.5142791101002916,8,0.00819399320591807,4,0.0004982086769525017,huber,recon,0.08924853207129696,True,1e-10,,,,,,,gelu,fedprox,128,0.24865728639994727,7,5.0,5.0,-5.0,0.29356232796619125,2,889,,"[889, 775, 472, 242]","[42, 43, 44, 45]",79,0.8717660292463442,0.6090322580645161,0.5127118644067796,8,0.00819399320591807,4,sgd,0.0004982086769525017,huber,120,recon,,,,,,,0.08924853207129696,True,,,,1e-10,PRUNED
15,0.7646219047598887,gelu,64,0.4617412559647174,12,8.0,0.19110361042456014,726,,128,,,,6,0.009238890201864332,1,0.0029869428667548318,mse,recon,0.35993241238865104,True,1e-05,0.45903574432533434,0.45616428963892514,0.7742783770917185,0.7746100196211809,0.7652566700725011,0.7517809626327288,gelu,fedprox,64,0.4617412559647174,12,8.0,8.0,-8.0,0.19110361042456014,2,726,,[726],"[42, 43, 44, 45]",128,,,,6,0.009238890201864332,1,sgd,0.0029869428667548318,mse,120,recon,0.7646219047598887,0.00295301842067164,0.45630665022081474,0.00786894442167868,0.7697675235821098,0.7652566700725011,0.35993241238865104,True,0.45903574432533434,0.45616428963892514,0.45903574432533434,1e-05,COMPLETE
16,0.6718565066489037,gelu,64,0.1829979530503357,1,3.0,0.12195395328892425,893,,29,0.5030351232432221,0.6580984841046789,,6,0.004887783267494392,3,0.0006608701296469807,huber,recon,0.21138997327380896,True,1e-06,0.5352438182225308,0.5334495768344933,0.5414395106888629,0.5448651637717075,0.800871818320378,0.7986143158412693,gelu,fedprox,64,0.1829979530503357,1,3.0,3.0,-3.0,0.12195395328892425,2,893,,"[893, 449, 295]","[42, 43, 44, 45]",29,0.5027995520716685,0.6570155902004454,,6,0.004887783267494392,3,sgd,0.0006608701296469807,huber,120,recon,0.6718565066489037,0.0005225413344042055,0.5333998741158473,0.0012472790065833621,0.6711556645046204,0.5414395106888629,0.21138997327380896,True,0.5352438182225308,0.5334495768344933,0.5352438182225308,1e-06,COMPLETE
17,0.7595313893616601,elu,64,0.35170021455204203,7,5.0,0.04404667685528213,488,5.0,108,0.861968838535247,,,6,0.012832771613795141,2,0.0038570738845630703,mse,recon,0.5844675978105769,True,0.0001,0.5626850581720266,0.560976062606197,0.7361252425010489,0.7383051458205144,0.792017213575919,0.7795617834340971,elu,fedprox,64,0.35170021455204203,7,5.0,5.0,-5.0,0.04404667685528213,2,488,5.0,"[488, 420]","[42, 43, 44, 45]",108,0.860655737704918,,,6,0.012832771613795141,2,sgd,0.0038570738845630703,mse,120,recon,0.7595313893616601,0.006767330124907647,0.5613415194490075,0.014060553316102205,0.764071228038484,0.7361252425010489,0.5844675978105769,True,0.5626850581720266,0.560976062606197,0.5626850581720266,0.0001,COMPLETE
18,0.6984586188777305,leakyrelu,256,0.6270522123897481,3,5.0,0.2216491070851302,729,1.0,67,0.986814050106688,,,8,0.0046299404163383856,2,0.0003547107752298957,huber,recon+kl,0.01174929646519407,False,0.0,0.5517074614115207,0.5503024442035899,0.6044796129767933,0.6086449683502025,0.7891876050210653,0.7885627385024866,leakyrelu,fedprox,256,0.6270522123897481,3,5.0,5.0,-5.0,0.2216491070851302,2,729,1.0,"[729, 719]","[42, 43, 44, 45]",67,0.9862825788751715,,,8,0.0046299404163383856,2,sgd,0.0003547107752298957,huber,120,recon+kl,0.6984586188777305,0.00046746519997385754,0.5501742255960681,0.0004059109596846893,0.6968336089989293,0.6044796129767933,0.01174929646519407,False,0.5517074614115207,0.5503024442035899,0.5517074614115207,0.0,COMPLETE
19,0.7515128972454139,elu,128,1.8045214153849447,9,5.0,0.29781774120667476,970,,98,0.5766374600384223,0.9222764978760959,,7,0.003043394234552045,3,0.046257367262384524,mse,recon,0.44509888373656203,True,0.0001,0.5422329101443059,0.5372706001230616,0.7143777672403898,0.71732436549871,0.7921947685632084,0.7857539689259955,elu,fedprox,128,1.8045214153849447,9,5.0,5.0,-5.0,0.29781774120667476,2,970,,"[970, 559, 515]","[42, 43, 44, 45]",98,0.5762886597938144,0.9212880143112702,,7,0.003043394234552045,3,sgd,0.046257367262384524,mse,120,recon,0.7515128972454139,0.0013461577192396782,0.5377093247415988,0.0038375996592730586,0.7532862679017991,0.7143777672403898,0.44509888373656203,True,0.5422329101443059,0.5372706001230616,0.5422329101443059,0.0001,COMPLETE
20,0.7063554709036375,gelu,64,0.32278434286009955,13,6.0,0.13323053162052448,813,,112,0.7047849930131982,0.6850907334811208,0.6124130490682858,6,0.00609999002242688,4,0.0030492756341980193,huber,recon,0.22723728462329854,True,0.0,0.5540716090779598,0.5536177375522401,0.6216646626812761,0.6265337720932334,0.7863272686902215,0.786283175719412,gelu,fedprox,64,0.32278434286009955,13,6.0,6.0,-6.0,0.13323053162052448,2,813,,"[813, 572, 391, 239]","[42, 43, 44, 45]",112,0.7035670356703567,0.6835664335664335,0.6112531969309463,6,0.00609999002242688,4,sgd,0.0030492756341980193,huber,120,recon,0.7063554709036375,0.00013445707162522194,0.5536339376101957,0.0007576502680807965,0.7039959656857488,0.6216646626812761,0.22723728462329854,True,0.5540716090779598,0.5536177375522401,0.5540716090779598,0.0,COMPLETE
21,0.717386901838586,relu,64,1.337242297587849,11,5.0,0.26501639158062396,887,,119,0.5100928726318391,,,3,0.00039942167529652503,2,0.02846813799518556,mse,recon,0.34426310128612186,True,0.0001,,,,,,,relu,fedprox,64,1.337242297587849,11,5.0,5.0,-5.0,0.26501639158062396,3,887,,"[887, 452]","[42, 43, 44, 45]",119,0.5095828635851184,,,3,0.00039942167529652503,2,sgd,0.02846813799518556,mse,120,recon,,,,,,,0.34426310128612186,True,,,,0.0001,PRUNED
22,0.744563366394388,relu,64,0.5960935924071351,11,5.0,0.29298807008749955,939,,118,0.5495681562705932,,,3,0.000591370035291313,2,0.005505918046528525,mse,recon,0.33444851317376234,True,0.0001,,,,,,,relu,fedprox,64,0.5960935924071351,11,5.0,5.0,-5.0,0.29298807008749955,3,939,,"[939, 516]","[42, 43, 44, 45]",118,0.549520766773163,,,3,0.000591370035291313,2,sgd,0.005505918046528525,mse,120,recon,,,,,,,0.33444851317376234,True,,,,0.0001,PRUNED
