number,values_0,params_activation,params_batch_size,params_beta,params_beta_warmup_rounds,params_clip_abs,params_dropout,params_first_layer,params_grad_clip,params_latent_dim,params_layer_1_dropoff,params_layer_2_dropoff,params_layer_3_dropoff,params_local_epochs,params_lr,params_n_layers,params_recon_type,params_score_type,params_sgd_momentum,params_sgd_nesterov,params_weight_decay,user_attrs_NF-BoT-IoT-v3__test_auroc,user_attrs_NF-BoT-IoT-v3__val_auroc,user_attrs_NF-CICIDS2018-v3__test_auroc,user_attrs_NF-CICIDS2018-v3__val_auroc,user_attrs_NF-ToN-IoT-v3__test_auroc,user_attrs_NF-ToN-IoT-v3__val_auroc,user_attrs_activation,user_attrs_aggregation_method,user_attrs_batch_size,user_attrs_beta,user_attrs_beta_warmup_rounds,user_attrs_clip_abs,user_attrs_clip_max,user_attrs_clip_min,user_attrs_dropout,user_attrs_early_stop_patience,user_attrs_first_layer,user_attrs_grad_clip,user_attrs_hidden_dims,user_attrs_hpo_seeds,user_attrs_latent_dim,user_attrs_layer_1_dropoff,user_attrs_layer_2_dropoff,user_attrs_layer_3_dropoff,user_attrs_local_epochs,user_attrs_lr,user_attrs_n_layers,user_attrs_optimizer,user_attrs_recon_type,user_attrs_rounds,user_attrs_score_type,user_attrs_seed_seen_obj_mean,user_attrs_seed_seen_obj_std,user_attrs_seed_unseen_val_obj_mean,user_attrs_seed_unseen_val_obj_std,user_attrs_seen_test_mean,user_attrs_seen_test_min,user_attrs_sgd_momentum,user_attrs_sgd_nesterov,user_attrs_unseen__test_auroc,user_attrs_unseen__val_auroc,user_attrs_unseen_test_auroc,user_attrs_weight_decay,state
0,0.6439441449050789,relu,512,0.870804191700653,5,6.0,0.1692425840497844,338,5.0,95,0.6134257267821015,0.7756573845414456,,1,0.004307355413840528,3,mse,recon,0.8069602043739,False,0.0001,0.5949045519634353,0.5991509258553631,0.6810640127502394,0.6893177582271597,0.8254864039470045,0.8195290904822925,relu,scaffold,512,0.870804191700653,5,6.0,6.0,-6.0,0.1692425840497844,10,338,5.0,"[338, 207, 160]","[42, 43, 44, 45]",95,0.6124260355029586,0.7729468599033816,,1,0.004307355413840528,3,sgd,mse,120,recon,0.6439441449050789,0.04616649540869331,0.8191699548962161,0.0033339681330193313,0.6379842823568374,0.5949045519634353,0.8069602043739,False,0.8254864039470045,0.8195290904822925,0.8254864039470045,0.0001,COMPLETE
1,0.8626101236426056,leakyrelu,64,1.2471330196850028,1,8.0,0.10018214615860269,175,2.0,112,0.6586427409101605,0.7074131059768158,,1,0.004987564371383458,3,mse,recon,0.5566397249341022,True,1e-10,0.8950559328316785,0.8967577068762101,0.8234021462401283,0.8297232930137117,0.7759199139697538,0.7702628178621898,leakyrelu,scaffold,64,1.2471330196850028,1,8.0,8.0,-8.0,0.10018214615860269,10,175,2.0,"[175, 115, 81]","[42, 43, 44, 45]",112,0.6571428571428571,0.7043478260869566,,1,0.004987564371383458,3,sgd,mse,120,recon,0.8626101236426056,0.004130856292809002,0.7709920115779552,0.004139082219561949,0.8592290395359035,0.8234021462401283,0.5566397249341022,True,0.7759199139697538,0.7702628178621898,0.7759199139697538,1e-10,COMPLETE
2,0.6005427048816332,relu,512,0.14801245329920112,5,5.0,0.3700529958455945,728,,55,0.777191624858886,,,4,0.0012692690224631797,2,huber,recon+kl,0.487471746489052,False,1e-08,0.5628654921242433,0.5670721943969321,0.6288499193701653,0.6342133051928625,0.8316467679384918,0.8250172790817796,relu,scaffold,512,0.14801245329920112,5,5.0,5.0,-5.0,0.3700529958455945,2,728,,"[728, 565]","[42, 43, 44, 45]",55,0.7760989010989011,,,4,0.0012692690224631797,2,sgd,huber,120,recon+kl,0.6005427048816332,0.00034569609906619095,0.8251605069988954,0.0008583601313444491,0.5958577057472043,0.5628654921242433,0.487471746489052,False,0.8316467679384918,0.8250172790817796,0.8316467679384918,1e-08,COMPLETE
3,0.6008399362535071,elu,512,0.39364680343716085,12,5.0,0.3934523539646893,934,5.0,117,0.6038179305981622,0.6462447063962125,0.7600050765362417,2,0.0004439567439268961,4,mse,recon+kl,0.2820177367066455,False,1e-05,0.562052146898715,0.566233936951609,0.6302714788659511,0.6355463994356852,0.8325184169079916,0.8259048423296282,elu,scaffold,512,0.39364680343716085,12,5.0,5.0,-5.0,0.3934523539646893,5,934,5.0,"[934, 563, 363, 275]","[42, 43, 44, 45]",117,0.6027837259100642,0.6447602131438721,0.7575757575757576,2,0.0004439567439268961,4,sgd,mse,120,recon+kl,0.6008399362535071,0.0005812397836360491,0.8258838939788236,0.000406767899615267,0.596161812882333,0.562052146898715,0.2820177367066455,False,0.8325184169079916,0.8259048423296282,0.8325184169079916,1e-05,COMPLETE
4,0.6144712633316776,elu,512,1.1375582460015305,7,6.0,0.23306843514456188,799,5.0,18,0.7828210006129415,,,5,0.0017824536581493996,2,huber,recon+kl,0.5341074597943604,True,0.0001,0.5782443582636643,0.5833721723107551,0.6385771891893927,0.6454436205053806,0.8313495289223074,0.8252267184880354,elu,scaffold,512,1.1375582460015305,7,6.0,6.0,-6.0,0.23306843514456188,2,799,5.0,"[799, 625]","[42, 43, 44, 45]",18,0.7822277847309136,,,5,0.0017824536581493996,2,sgd,huber,120,recon+kl,0.6144712633316776,0.0009674953063368867,0.8253027058742175,0.00077594456465475,0.6084107737265285,0.5782443582636643,0.5341074597943604,True,0.8313495289223074,0.8252267184880354,0.8313495289223074,0.0001,COMPLETE
5,0.7436426459498796,relu,128,1.9353680216575784,3,5.0,0.2613459485412163,585,,16,,,,5,0.0011565851294673551,1,mse,recon,0.8032563467344402,True,1e-06,0.7552038325985388,0.7626816317568648,0.7153288794052398,0.7239520855795845,0.7988910434083933,0.7910692050011195,relu,scaffold,128,1.9353680216575784,3,5.0,5.0,-5.0,0.2613459485412163,2,585,,[585],"[42, 43, 44, 45]",16,,,,5,0.0011565851294673551,1,sgd,mse,120,recon,0.7436426459498796,0.011564996781492186,0.7923386456586903,0.008702792612894068,0.7352663560018893,0.7153288794052398,0.8032563467344402,True,0.7988910434083933,0.7910692050011195,0.7988910434083933,1e-06,COMPLETE
6,0.6144781358608011,elu,64,1.9586915934766993,3,6.0,0.15007421099311924,582,1.0,127,0.8131546808549281,0.5027727042034522,0.7424547217212796,3,0.0003335500512764793,4,mse,recon,0.253560524051578,False,0.0,,,,,,,elu,scaffold,64,1.9586915934766993,3,6.0,6.0,-6.0,0.15007421099311924,3,582,1.0,"[582, 473, 237, 175]","[42, 43, 44, 45]",127,0.8127147766323024,0.5010570824524313,0.7383966244725738,3,0.0003335500512764793,4,sgd,mse,120,recon,,,,,,,0.253560524051578,False,,,,0.0,PRUNED
7,0.6271380107340232,elu,128,0.1023450253648446,1,8.0,0.3108649846282409,89,1.0,23,0.9437967302338874,0.508059315211687,,5,0.0005048304188888196,3,huber,recon,0.5666625534246501,True,1e-10,0.6032934606099266,0.6063907346958552,0.6423392342705964,0.6480258685818369,0.784820111733946,0.7848989233988345,elu,scaffold,128,0.1023450253648446,1,8.0,8.0,-8.0,0.3108649846282409,2,89,1.0,"[89, 83, 42]","[42, 43, 44, 45]",23,0.9325842696629213,0.5060240963855421,,5,0.0005048304188888196,3,sgd,huber,120,recon,0.6271380107340232,0.001165558736507318,0.7847210755756518,0.0002088006049722907,0.6228163474402615,0.6032934606099266,0.5666625534246501,True,0.784820111733946,0.7848989233988345,0.784820111733946,1e-10,COMPLETE
8,0.6011825851199851,gelu,256,0.2843123798463446,10,5.0,0.07934627561068766,545,5.0,120,0.5017661054831242,0.7404445219374811,,8,0.0014147335594241423,3,mse,recon,0.23010881616765388,False,1e-10,0.5625324071721978,0.5665426641903805,0.6308910490534226,0.6360096593507087,0.8312409656010733,0.8244334742708974,gelu,scaffold,256,0.2843123798463446,10,5.0,5.0,-5.0,0.07934627561068766,2,545,5.0,"[545, 273, 202]","[42, 43, 44, 45]",120,0.5009174311926605,0.73992673992674,,8,0.0014147335594241423,3,sgd,mse,120,recon,0.6011825851199851,0.0006163784676960821,0.8244818833370026,0.0002985011406900439,0.5967117281128103,0.5625324071721978,0.23010881616765388,False,0.8312409656010733,0.8244334742708974,0.8312409656010733,1e-10,COMPLETE
9,0.5719298449874963,leakyrelu,512,0.7175251725080278,12,3.0,0.08620217891026392,413,2.0,89,0.7822851712980718,0.5956678603602783,,6,0.007931301977854554,3,huber,recon+kl,0.2256043089888526,True,1e-08,,,,,,,leakyrelu,scaffold,512,0.7175251725080278,12,3.0,3.0,-3.0,0.08620217891026392,2,413,2.0,"[413, 323, 192]","[42, 43, 44, 45]",89,0.7820823244552058,0.5944272445820433,,6,0.007931301977854554,3,sgd,huber,120,recon+kl,,,,,,,0.2256043089888526,True,,,,1e-08,PRUNED
10,0.763416588106676,leakyrelu,64,0.571327594569229,15,8.0,0.003224457361608174,73,2.0,56,,,,1,0.01633097375776257,1,mse,recon,0.9369746035816005,True,1e-10,,,,,,,leakyrelu,scaffold,64,0.571327594569229,15,8.0,8.0,-8.0,0.003224457361608174,10,73,2.0,[73],"[42, 43, 44, 45]",56,,,,1,0.01633097375776257,1,sgd,mse,120,recon,,,,,,,0.9369746035816005,True,,,,1e-10,PRUNED
11,0.7716441300633561,relu,128,1.8021726844208021,0,4.0,0.2539112766793026,282,,37,,,,7,0.0026880418611307405,1,mse,recon,0.7088968382326253,True,1e-06,0.7810283455736384,0.7913740512822683,0.7441269868150933,0.7540834142454196,0.8064941451638095,0.794600626527686,relu,scaffold,128,1.8021726844208021,0,4.0,4.0,-4.0,0.2539112766793026,2,282,,[282],"[42, 43, 44, 45]",37,,,,7,0.0026880418611307405,1,sgd,mse,120,recon,0.7716441300633561,0.012998656545566445,0.7926236608344106,0.0057431321784696164,0.7625776661943658,0.7441269868150933,0.7088968382326253,True,0.8064941451638095,0.794600626527686,0.8064941451638095,1e-06,COMPLETE
12,0.7954630150030766,leakyrelu,64,1.306039361300529,0,4.0,0.10433175136624853,249,2.0,41,0.6582365356701583,,,8,0.003964393894635227,2,mse,recon,0.006323115383676525,True,1e-06,0.7938354022365606,0.8009123866760375,0.7825937592319749,0.7905539784755035,0.8231625711979317,0.8124769347632192,leakyrelu,scaffold,64,1.306039361300529,0,4.0,4.0,-4.0,0.10433175136624853,2,249,2.0,"[249, 163]","[42, 43, 44, 45]",41,0.6546184738955824,,,8,0.003964393894635227,2,sgd,mse,120,recon,0.7954630150030766,0.001896455052042384,0.8132166835076707,0.0019567993824254138,0.7882145807342678,0.7825937592319749,0.006323115383676525,True,0.8231625711979317,0.8124769347632192,0.8231625711979317,1e-06,COMPLETE
13,0.7696136541967971,leakyrelu,64,1.103394230954311,0,4.0,0.09130716909729353,201,2.0,81,0.6539500739909968,,,8,0.00626358421542379,2,mse,recon,0.01331504508732645,True,1e-06,0.749457569137496,0.7559232380687602,0.773908241930901,0.7823846655837619,0.834870728829729,0.8252977811742037,leakyrelu,scaffold,64,1.103394230954311,0,4.0,4.0,-4.0,0.09130716909729353,2,201,2.0,"[201, 131]","[42, 43, 44, 45]",81,0.6517412935323383,,,8,0.00626358421542379,2,sgd,mse,120,recon,0.7696136541967971,0.006446007285877806,0.8250798889246408,0.0018809152758108494,0.7616829055341985,0.749457569137496,0.01331504508732645,True,0.834870728829729,0.8252977811742037,0.834870728829729,1e-06,COMPLETE
14,0.811226531378836,leakyrelu,64,1.285292647292752,3,4.0,0.008348996477877457,208,2.0,44,0.6823513651598337,,,3,0.016826106880318655,2,mse,recon,0.05723987806256023,True,1e-05,0.819234054203571,0.8193948152287835,0.7974070875224155,0.8023270398313266,0.7837961410579913,0.7741440841974931,leakyrelu,scaffold,64,1.285292647292752,3,4.0,4.0,-4.0,0.008348996477877457,3,208,2.0,"[208, 141]","[42, 43, 44, 45]",44,0.6778846153846154,,,3,0.016826106880318655,2,sgd,mse,120,recon,0.811226531378836,0.01861008391641824,0.7744818598160472,0.029780231030925655,0.8083205708629932,0.7974070875224155,0.05723987806256023,True,0.7837961410579913,0.7741440841974931,0.7837961410579913,1e-05,COMPLETE
15,0.7738318582166224,leakyrelu,64,0.39815372293989676,3,8.0,0.0081920682572309,422,2.0,105,0.6989015879190947,0.9788946144830457,0.5034262021769116,3,0.016929161535691146,4,mse,recon,0.4038084037717513,True,1e-05,0.7893256353950862,0.786849104604274,0.7528916662432894,0.7605170717445586,0.7750692739175186,0.7704936760383561,leakyrelu,scaffold,64,0.39815372293989676,3,8.0,8.0,-8.0,0.0081920682572309,3,422,2.0,"[422, 294, 287, 144]","[42, 43, 44, 45]",105,0.6966824644549763,0.9761904761904762,0.5017421602787456,3,0.016929161535691146,4,sgd,mse,120,recon,0.7738318582166224,0.022580490712976273,0.7713678323416899,0.0048044171265411734,0.7711086508191878,0.7528916662432894,0.4038084037717513,True,0.7750692739175186,0.7704936760383561,0.7750692739175186,1e-05,COMPLETE
16,0.5692336378826623,gelu,256,0.2450608095391789,6,3.0,0.03707882623256689,148,2.0,73,0.5364472521011159,0.877206389769758,,2,0.010774989829621875,3,mse,recon,0.6508107757385021,True,1e-05,,,,,,,gelu,scaffold,256,0.2450608095391789,6,3.0,3.0,-3.0,0.03707882623256689,5,148,2.0,"[148, 79, 69]","[42, 43, 44, 45]",73,0.5337837837837838,0.8734177215189873,,2,0.010774989829621875,3,sgd,mse,120,recon,,,,,,,0.6508107757385021,True,,,,1e-05,PRUNED
17,0.8260901874573094,leakyrelu,64,0.6167799947928201,2,4.0,0.14143065568146893,422,2.0,60,0.8680586823740902,,,3,0.010455565533632768,2,mse,recon,0.4024903755616795,True,0.0,0.8544542573869913,0.8515869911946952,0.7983007991479769,0.7970410726449408,0.769421252782529,0.7603378714664469,leakyrelu,scaffold,64,0.6167799947928201,2,4.0,4.0,-4.0,0.14143065568146893,3,422,2.0,"[422, 366]","[42, 43, 44, 45]",60,0.8672985781990521,,,3,0.010455565533632768,2,sgd,mse,120,recon,0.8260901874573094,0.007261850430513938,0.7582666749460429,0.005034554683752584,0.8263775282674841,0.7983007991479769,0.4024903755616795,True,0.769421252782529,0.7603378714664469,0.769421252782529,0.0,COMPLETE
18,0.6306613175310147,leakyrelu,64,0.5996854696519499,9,8.0,0.1540358887583562,411,2.0,64,0.8936065750604681,0.761474473200992,,2,0.009232845062117056,3,huber,recon+kl,0.3798816337598635,True,0.0,,,,,,,leakyrelu,scaffold,64,0.5996854696519499,9,8.0,8.0,-8.0,0.1540358887583562,5,411,2.0,"[411, 367, 279]","[42, 43, 44, 45]",64,0.8929440389294404,0.7602179836512262,,2,0.009232845062117056,3,sgd,huber,120,recon+kl,,,,,,,0.3798816337598635,True,,,,0.0,PRUNED
19,0.7105676476786699,leakyrelu,64,0.8512803614708312,2,4.0,0.19729409305051815,646,1.0,104,0.8618938978785131,,,1,0.004885247256269759,2,mse,recon,0.3810615592863026,True,0.0,,,,,,,leakyrelu,scaffold,64,0.8512803614708312,2,4.0,4.0,-4.0,0.19729409305051815,10,646,1.0,"[646, 556]","[42, 43, 44, 45]",104,0.8606811145510835,,,1,0.004885247256269759,2,sgd,mse,120,recon,,,,,,,0.3810615592863026,True,,,,0.0,PRUNED
20,0.7362380360660921,gelu,64,0.48053526826647797,5,8.0,0.13613046478598062,347,2.0,74,,,,4,0.0032201182509898727,1,mse,recon,0.6400471327107821,True,0.0,0.7564303563330643,0.7638215013519846,0.7066125684695008,0.7085170907965325,0.7618539311042994,0.7592508064159521,gelu,scaffold,64,0.48053526826647797,5,8.0,8.0,-8.0,0.13613046478598062,2,347,2.0,[347],"[42, 43, 44, 45]",74,,,,4,0.0032201182509898727,1,sgd,mse,120,recon,0.7362380360660921,0.0173455042371681,0.7579086713059398,0.008838560518892884,0.7315214624012826,0.7066125684695008,0.6400471327107821,True,0.7618539311042994,0.7592508064159521,0.7618539311042994,0.0,COMPLETE
21,0.7623109709026966,leakyrelu,64,1.4089614163937167,2,4.0,0.044654393971644335,170,2.0,40,0.719212497199583,,,3,0.01987659400956826,2,mse,recon,0.12657017053866365,True,1e-10,0.7396500458188209,0.7471986983268133,0.7697794298896773,0.7775956961826431,0.8304996791741698,0.8203222758970422,leakyrelu,scaffold,64,1.4089614163937167,2,4.0,4.0,-4.0,0.044654393971644335,3,170,2.0,"[170, 122]","[42, 43, 44, 45]",40,0.7176470588235294,,,3,0.01987659400956826,2,sgd,mse,120,recon,0.7623109709026966,0.007125491977689802,0.8178063863156964,0.0018061886155272381,0.7547147378542491,0.7396500458188209,0.12657017053866365,True,0.8304996791741698,0.8203222758970422,0.8304996791741698,1e-10,COMPLETE
22,0.7786239367940185,leakyrelu,64,0.9166828012482077,4,4.0,0.05238349632884316,279,2.0,52,0.9835388799530267,,,3,0.012030325911374163,2,mse,recon,0.14187369523127685,True,1e-05,0.7652399984193918,0.7693384002175219,0.7826108636706615,0.7897417116857752,0.8194091724198922,0.8121168583389313,leakyrelu,scaffold,64,0.9166828012482077,4,4.0,4.0,-4.0,0.05238349632884316,3,279,2.0,"[279, 274]","[42, 43, 44, 45]",52,0.982078853046595,,,3,0.012030325911374163,2,sgd,mse,120,recon,0.7786239367940185,0.028734238787388466,0.8088341415133571,0.026177433835145338,0.7739254310450266,0.7652399984193918,0.14187369523127685,True,0.8194091724198922,0.8121168583389313,0.8194091724198922,1e-05,COMPLETE
23,0.5982408265922275,leakyrelu,256,1.4749337064380006,2,4.0,0.10761920053572738,472,2.0,32,0.7205447751016109,,,2,0.006776520356546778,2,mse,recon,0.45397787836831555,True,1e-10,,,,,,,leakyrelu,scaffold,256,1.4749337064380006,2,4.0,4.0,-4.0,0.10761920053572738,5,472,2.0,"[472, 340]","[42, 43, 44, 45]",32,0.7203389830508474,,,2,0.006776520356546778,2,sgd,mse,120,recon,,,,,,,0.45397787836831555,True,,,,1e-10,PRUNED
24,0.7858905815744363,leakyrelu,64,0.6932512167335166,1,4.0,0.20919535962623076,205,2.0,61,0.8465083448201447,0.6598750533829901,,4,0.012791861143748622,3,mse,recon,0.32114881088389263,True,1e-05,0.7818646848850578,0.7867307353967796,0.7769276363697946,0.7853232120310627,0.8319158194418572,0.8216065788582364,leakyrelu,scaffold,64,0.6932512167335166,1,4.0,4.0,-4.0,0.20919535962623076,2,205,2.0,"[205, 173, 114]","[42, 43, 44, 45]",61,0.8439024390243902,0.6589595375722543,,4,0.012791861143748622,3,sgd,mse,120,recon,0.7858905815744363,0.02067327554329241,0.8224474236086414,0.006958754986271024,0.7793961606274262,0.7769276363697946,0.32114881088389263,True,0.8319158194418572,0.8216065788582364,0.8319158194418572,1e-05,COMPLETE
25,0.6823461764805501,leakyrelu,64,1.0507993609746422,8,3.0,0.1247151008538775,335,2.0,47,0.5951419244288888,,,2,0.0056962935056277895,2,mse,recon,0.13813036447588767,True,0.0,,,,,,,leakyrelu,scaffold,64,1.0507993609746422,8,3.0,3.0,-3.0,0.1247151008538775,5,335,2.0,"[335, 199]","[42, 43, 44, 45]",47,0.5940298507462687,,,2,0.0056962935056277895,2,sgd,mse,120,recon,,,,,,,0.13813036447588767,True,,,,0.0,PRUNED
26,0.6909808955744853,leakyrelu,64,0.3033088608692655,4,8.0,0.06289014052608592,491,2.0,68,,,,1,0.009131760882973917,1,huber,recon+kl,0.5893735233168527,False,0.0001,,,,,,,leakyrelu,scaffold,64,0.3033088608692655,4,8.0,8.0,-8.0,0.06289014052608592,10,491,2.0,[491],"[42, 43, 44, 45]",68,,,,1,0.009131760882973917,1,sgd,huber,120,recon+kl,,,,,,,0.5893735233168527,False,,,,0.0001,PRUNED
27,0.5855831127067728,leakyrelu,64,1.5287636453444293,1,4.0,0.18052997288602268,130,1.0,26,0.6870306992507625,0.8712133708802213,,3,0.01249279582210095,3,mse,recon,0.7427824205520499,True,1e-08,,,,,,,leakyrelu,scaffold,64,1.5287636453444293,1,4.0,4.0,-4.0,0.18052997288602268,3,130,1.0,"[130, 89, 77]","[42, 43, 44, 45]",26,0.6846153846153846,0.8651685393258427,,3,0.01249279582210095,3,sgd,mse,120,recon,,,,,,,0.7427824205520499,True,,,,1e-08,PRUNED
28,0.5866709862901056,gelu,128,0.7278096541244452,7,4.0,0.024639177112578334,1010,,84,0.9139664089128106,0.8554596677176094,0.9589730074661491,4,0.002073883972839721,4,mse,recon,0.4620457278170687,True,1e-10,,,,,,,gelu,scaffold,128,0.7278096541244452,7,4.0,4.0,-4.0,0.024639177112578334,2,1010,,"[1010, 923, 789, 756]","[42, 43, 44, 45]",84,0.9138613861386139,0.8548212351029253,0.9581749049429658,4,0.002073883972839721,4,sgd,mse,120,recon,,,,,,,0.4620457278170687,True,,,,1e-10,PRUNED
29,0.6144195686821303,relu,256,0.9397667123106991,5,6.0,0.17331006646793887,311,5.0,100,0.6429601728044789,0.9590827074778374,,1,0.004680710629998419,3,mse,recon,0.9486359187097249,False,0.0001,,,,,,,relu,scaffold,256,0.9397667123106991,5,6.0,6.0,-6.0,0.17331006646793887,10,311,5.0,"[311, 199, 190]","[42, 43, 44, 45]",100,0.639871382636656,0.9547738693467337,,1,0.004680710629998419,3,sgd,mse,120,recon,,,,,,,0.9486359187097249,False,,,,0.0001,PRUNED
30,0.8271230367058621,leakyrelu,64,0.5132096649427836,4,8.0,0.13095381804122339,233,2.0,11,0.5598968443506729,,,6,0.0032072326520474845,2,mse,recon,0.07591542299587462,True,1e-05,0.8614915484503454,0.8622867031570766,0.7910842689969346,0.7918855732574266,0.7612643548390132,0.7554731351881019,leakyrelu,scaffold,64,0.5132096649427836,4,8.0,8.0,-8.0,0.13095381804122339,2,233,2.0,"[233, 130]","[42, 43, 44, 45]",11,0.5579399141630901,,,6,0.0032072326520474845,2,sgd,mse,120,recon,0.8271230367058621,0.0037188660110677855,0.7554252553434907,0.002522310757354065,0.82628790872364,0.7910842689969346,0.07591542299587462,True,0.7612643548390132,0.7554731351881019,0.7612643548390132,1e-05,COMPLETE
31,0.825371181255304,leakyrelu,64,0.515196285370124,4,8.0,0.12003569997681925,228,2.0,8,0.5622464345034472,,,6,0.003540756421155462,2,mse,recon,0.07783618421309671,True,1e-05,0.8516486684316791,0.8526621928633659,0.7970006077814846,0.7996110604234524,0.7598564092721488,0.7552764264988965,leakyrelu,scaffold,64,0.515196285370124,4,8.0,8.0,-8.0,0.12003569997681925,2,228,2.0,"[228, 128]","[42, 43, 44, 45]",8,0.5614035087719298,,,6,0.003540756421155462,2,sgd,mse,120,recon,0.825371181255304,0.0059323751191466085,0.7570519058089232,0.0022732955624374302,0.8243246381065819,0.7970006077814846,0.07783618421309671,True,0.7598564092721488,0.7552764264988965,0.7598564092721488,1e-05,COMPLETE
32,0.8310760566553953,leakyrelu,64,0.5232624905130618,4,8.0,0.1327625519132582,369,2.0,13,0.5471654398210412,,,6,0.0033949609265551267,2,mse,recon,0.06460092374719721,True,1e-05,0.8661580589378689,0.8657359777472946,0.7924354820196409,0.7940623347652891,0.7560636834568654,0.749131312318771,leakyrelu,scaffold,64,0.5232624905130618,4,8.0,8.0,-8.0,0.1327625519132582,2,369,2.0,"[369, 201]","[42, 43, 44, 45]",13,0.5447154471544715,,,6,0.0033949609265551267,2,sgd,mse,120,recon,0.8310760566553953,0.007831863253362539,0.7510425369420123,0.007294588068404306,0.8292967704787548,0.7924354820196409,0.06460092374719721,True,0.7560636834568654,0.749131312318771,0.7560636834568654,1e-05,COMPLETE
33,0.8319935576691486,leakyrelu,64,0.3733018352238808,5,8.0,0.15044155464857129,372,2.0,9,0.5333541260491695,,,6,0.002664053363515412,2,mse,recon,0.18020674725969113,True,1e-05,0.8685989790023727,0.8681726899128971,0.7962432706546918,0.7973077267749383,0.7552923654742484,0.7498447469944923,leakyrelu,scaffold,64,0.3733018352238808,5,8.0,8.0,-8.0,0.15044155464857129,2,372,2.0,"[372, 198]","[42, 43, 44, 45]",9,0.532258064516129,,,6,0.002664053363515412,2,sgd,mse,120,recon,0.8319935576691486,0.004837482666797106,0.7502316961101986,0.00300446392629779,0.8324211248285323,0.7962432706546918,0.18020674725969113,True,0.7552923654742484,0.7498447469944923,0.7552923654742484,1e-05,COMPLETE
34,0.6263139393648589,leakyrelu,512,0.1963570387529087,6,8.0,0.20230005948028518,361,2.0,11,0.5484621820264192,,,6,0.00260034073683387,2,huber,recon+kl,0.191927500551983,False,1e-05,,,,,,,leakyrelu,scaffold,512,0.1963570387529087,6,8.0,8.0,-8.0,0.20230005948028518,2,361,2.0,"[361, 197]","[42, 43, 44, 45]",11,0.5457063711911357,,,6,0.00260034073683387,2,sgd,huber,120,recon+kl,,,,,,,0.191927500551983,False,,,,1e-05,PRUNED
35,0.8028742842573307,elu,64,0.359679191749869,6,8.0,0.16294055159491894,828,,17,,,,7,0.0008922003457508002,1,mse,recon,0.3107467459945213,True,1e-05,0.8459025272796039,0.8445647805918248,0.7516401444374822,0.7591391847825064,0.6117244153160935,0.6063011639579934,elu,scaffold,64,0.359679191749869,6,8.0,8.0,-8.0,0.16294055159491894,2,828,,[828],"[42, 43, 44, 45]",17,,,,7,0.0008922003457508002,1,sgd,mse,120,recon,0.8028742842573307,0.013103974965336872,0.6074593798982391,0.03610320584267097,0.7987713358585431,0.7516401444374822,0.3107467459945213,True,0.6117244153160935,0.6063011639579934,0.6117244153160935,1e-05,COMPLETE
36,0.6285823958468579,relu,512,0.1832208031590174,5,8.0,0.23621124621966105,268,5.0,28,0.5032998197312679,,,7,0.0016641189611853082,2,mse,recon+kl,0.08585406929321009,True,1e-05,0.6046903701445692,0.608030292285503,0.6437187853402353,0.6494586181721018,0.7827084662267307,0.7821519404317694,relu,scaffold,512,0.1832208031590174,5,8.0,8.0,-8.0,0.23621124621966105,2,268,5.0,"[268, 134]","[42, 43, 44, 45]",28,0.5,,,7,0.0016641189611853082,2,sgd,mse,120,recon+kl,0.6285823958468579,0.0015232843024294035,0.7815676505011846,0.0023207381791100724,0.6242045777424022,0.6046903701445692,0.08585406929321009,True,0.7827084662267307,0.7821519404317694,0.7827084662267307,1e-05,COMPLETE
