number,value,params_activation,params_batch_size,params_beta,params_beta_warmup_rounds,params_clip_abs,params_dropout,params_first_layer,params_grad_clip,params_latent_dim,params_layer_1_dropoff,params_layer_2_dropoff,params_layer_3_dropoff,params_local_epochs,params_lr,params_n_layers,params_recon_type,params_score_type,params_server_beta1,params_server_beta2,params_server_lr,params_server_tau,params_sgd_momentum,params_sgd_nesterov,params_weight_decay,user_attrs_NF-BoT-IoT-v3__test_auroc,user_attrs_NF-BoT-IoT-v3__val_auroc,user_attrs_NF-CICIDS2018-v3__test_auroc,user_attrs_NF-CICIDS2018-v3__val_auroc,user_attrs_NF-ToN-IoT-v3__test_auroc,user_attrs_NF-ToN-IoT-v3__val_auroc,user_attrs_activation,user_attrs_aggregation_method,user_attrs_batch_size,user_attrs_beta,user_attrs_beta_warmup_rounds,user_attrs_clip_abs,user_attrs_clip_max,user_attrs_clip_min,user_attrs_dropout,user_attrs_early_stop_patience,user_attrs_first_layer,user_attrs_grad_clip,user_attrs_hidden_dims,user_attrs_hpo_seeds,user_attrs_latent_dim,user_attrs_layer_1_dropoff,user_attrs_layer_2_dropoff,user_attrs_layer_3_dropoff,user_attrs_local_epochs,user_attrs_lr,user_attrs_n_layers,user_attrs_optimizer,user_attrs_recon_type,user_attrs_rounds,user_attrs_score_type,user_attrs_seed_seen_obj_mean,user_attrs_seed_seen_obj_std,user_attrs_seed_unseen_val_obj_mean,user_attrs_seed_unseen_val_obj_std,user_attrs_seen_test_mean,user_attrs_seen_test_min,user_attrs_server_beta1,user_attrs_server_beta2,user_attrs_server_bias_correction,user_attrs_server_lr,user_attrs_server_tau,user_attrs_sgd_momentum,user_attrs_sgd_nesterov,user_attrs_unseen__test_auroc,user_attrs_unseen__val_auroc,user_attrs_unseen_test_auroc,user_attrs_weight_decay,state
20,0.6982992350044501,relu,128,1.2922790711715566,6,8.0,0.1384904497709468,614,1.0,126,0.5727559609321746,0.6877569627375367,0.991278621167565,2,0.005958356311941766,4,mse,recon,0.9181124435659656,0.9868496078900143,0.003715978616580807,0.0001451799785359852,0.48190631186716304,False,0.0001,,,,,,,relu,fedadam,128,1.2922790711715566,6,8.0,8.0,-8.0,0.1384904497709468,5,614,1.0,"[614, 351, 241, 238]","[42, 43, 44, 45]",126,0.5716612377850163,0.6866096866096866,0.9875518672199171,2,0.005958356311941766,4,sgd,mse,120,recon,,,,,,,0.9181124435659656,0.9868496078900143,True,0.003715978616580807,0.0001451799785359852,0.48190631186716304,False,,,,0.0001,PRUNED
21,0.7756096455203871,leakyrelu,64,0.21954013298341762,11,5.0,0.30007643938200484,795,5.0,74,0.6673228643226362,,,1,0.010570114446462626,2,mse,recon+kl,0.9257513697459775,0.9721081612682932,0.011820119519629248,0.0002894486175917471,0.4679686918596144,True,1e-06,,,,,,,leakyrelu,fedadam,64,0.21954013298341762,11,5.0,5.0,-5.0,0.30007643938200484,10,795,5.0,"[795, 530]","[42, 43, 44, 45]",74,0.6666666666666666,,,1,0.010570114446462626,2,sgd,mse,120,recon+kl,,,,,,,0.9257513697459775,0.9721081612682932,True,0.011820119519629248,0.0002894486175917471,0.4679686918596144,True,,,,1e-06,PRUNED
22,0.7925868872908751,leakyrelu,256,0.11190614526696742,9,5.0,0.2117169762336348,642,2.0,112,0.8136149607902059,,,1,0.005456411138453296,2,mse,recon,0.9134675803867814,0.9747393976920595,0.006771267651450555,0.000539855212268238,0.6542622464182563,False,1e-06,0.5107266187591849,0.5055675865241862,0.7847488056058903,0.7921226203849534,0.79912963997885,0.7933244382960667,leakyrelu,fedadam,256,0.11190614526696742,9,5.0,5.0,-5.0,0.2117169762336348,10,642,2.0,"[642, 522]","[42, 43, 44, 45]",112,0.8130841121495327,,,1,0.005456411138453296,2,sgd,mse,120,recon,0.7925868872908751,0.0025613029167547386,0.5060951321501351,0.010290436335923029,0.7919392227923702,0.7847488056058903,0.9134675803867814,0.9747393976920595,True,0.006771267651450555,0.000539855212268238,0.6542622464182563,False,0.5107266187591849,0.5055675865241862,0.5107266187591849,1e-06,COMPLETE
23,0.8279775971133201,leakyrelu,512,0.11653879452542114,9,5.0,0.20394369000858714,590,,112,,,,2,0.0029925239168927353,1,mse,recon,0.9064630138243981,0.9762142030994014,0.0072548341272315395,0.0006736503774815894,0.6422010595428368,False,0.0001,0.5407537431248248,0.5411183343964805,0.824672400134728,0.8242907755752754,0.8416250533925684,0.831577494020973,leakyrelu,fedadam,512,0.11653879452542114,9,5.0,5.0,-5.0,0.20394369000858714,5,590,,[590],"[42, 43, 44, 45]",112,,,,2,0.0029925239168927353,1,sgd,mse,120,recon,0.8279775971133201,0.004497548072850984,0.5412277950421589,0.008646698997473664,0.8331487267636482,0.824672400134728,0.9064630138243981,0.9762142030994014,True,0.0072548341272315395,0.0006736503774815894,0.6422010595428368,False,0.5407537431248248,0.5411183343964805,0.5407537431248248,0.0001,COMPLETE
24,0.7252180862974441,leakyrelu,512,0.32653673642614706,7,5.0,0.19491762437651594,515,,128,,,,3,0.0014932762394812135,1,mse,recon,0.896418019109968,0.9766324453290759,0.0056736993402585,0.0011665595973574052,0.8388489500432665,False,0.0001,,,,,,,leakyrelu,fedadam,512,0.32653673642614706,7,5.0,5.0,-5.0,0.19491762437651594,3,515,,[515],"[42, 43, 44, 45]",128,,,,3,0.0014932762394812135,1,sgd,mse,120,recon,,,,,,,0.896418019109968,0.9766324453290759,True,0.0056736993402585,0.0011665595973574052,0.8388489500432665,False,,,,0.0001,PRUNED
25,0.808865145072548,leakyrelu,512,0.6305912706566901,5,6.0,0.2532934316438097,453,,95,,,,2,0.0030458875555410994,1,mse,recon,0.9084055011868594,0.9799963208238558,0.008665791152652438,0.000826156991974861,0.6507080710015103,False,0.0001,0.5299179212744218,0.5313404380730881,0.7921007976426357,0.7897820501240965,0.8360025007479663,0.8251079376638235,leakyrelu,fedadam,512,0.6305912706566901,5,6.0,6.0,-6.0,0.2532934316438097,5,453,,[453],"[42, 43, 44, 45]",95,,,,2,0.0030458875555410994,1,sgd,mse,120,recon,0.808865145072548,0.005374913701930901,0.5308748113619386,0.012656240780494227,0.814051649195301,0.7921007976426357,0.9084055011868594,0.9799963208238558,True,0.008665791152652438,0.000826156991974861,0.6507080710015103,False,0.5299179212744218,0.5313404380730881,0.5299179212744218,0.0001,COMPLETE
26,0.7580220570110323,gelu,512,0.973846926769053,3,6.0,0.23176604566732367,366,,90,,,,6,0.0033490101105967686,1,huber,recon,0.9073017012000729,0.9806898071500794,0.008818660603044207,0.000785820008670298,0.6911714642176459,False,0.0001,,,,,,,gelu,fedadam,512,0.973846926769053,3,6.0,6.0,-6.0,0.23176604566732367,2,366,,[366],"[42, 43, 44, 45]",90,,,,6,0.0033490101105967686,1,sgd,huber,120,recon,,,,,,,0.9073017012000729,0.9806898071500794,True,0.008818660603044207,0.000785820008670298,0.6911714642176459,False,,,,0.0001,PRUNED
27,0.7746101445762559,elu,512,0.6442615571136486,5,6.0,0.26520194488963345,477,,101,,,,8,0.003068729624553718,1,mse,recon,0.8868470727052011,0.9839621101850651,0.015077165703885582,0.0019175217379694795,0.7898812466104145,False,0.0001,0.5184699148165084,0.5221076986909179,0.747675169962423,0.7506882819541586,0.80445269559556,0.800226515619796,elu,fedadam,512,0.6442615571136486,5,6.0,6.0,-6.0,0.26520194488963345,2,477,,[477],"[42, 43, 44, 45]",101,,,,8,0.003068729624553718,1,sgd,mse,120,recon,0.7746101445762559,0.018555548886315516,0.5220389586990842,0.009476211566903408,0.7760639327789915,0.747675169962423,0.8868470727052011,0.9839621101850651,True,0.015077165703885582,0.0019175217379694795,0.7898812466104145,False,0.5184699148165084,0.5221076986909179,0.5184699148165084,0.0001,COMPLETE
28,0.718820445261092,leakyrelu,512,1.3707128842602987,5,6.0,0.12311921589872057,180,,85,,,,4,0.0008795779481240694,1,mse,recon,0.8736880020517598,0.9790757272139118,0.004242801577238321,0.0009093660208789238,0.5328213926389195,False,1e-08,,,,,,,leakyrelu,fedadam,512,1.3707128842602987,5,6.0,6.0,-6.0,0.12311921589872057,2,180,,[180],"[42, 43, 44, 45]",85,,,,4,0.0008795779481240694,1,sgd,mse,120,recon,,,,,,,0.8736880020517598,0.9790757272139118,True,0.004242801577238321,0.0009093660208789238,0.5328213926389195,False,,,,1e-08,PRUNED
29,0.7524701413233077,relu,512,0.6532650377539507,0,6.0,0.18397320730883804,311,5.0,114,,,,2,0.005133718729831268,1,mse,recon,0.8924799932775028,0.977472943579657,0.009557322514994849,0.0029929129351994434,0.6780117929367021,False,1e-10,,,,,,,relu,fedadam,512,0.6532650377539507,0,6.0,6.0,-6.0,0.18397320730883804,5,311,5.0,[311],"[42, 43, 44, 45]",114,,,,2,0.005133718729831268,1,sgd,mse,120,recon,,,,,,,0.8924799932775028,0.977472943579657,True,0.009557322514994849,0.0029929129351994434,0.6780117929367021,False,,,,1e-10,PRUNED
30,0.7341589012232779,relu,512,1.0059796019874387,10,8.0,0.24759332923445315,256,5.0,70,0.9122152475584246,0.5041640864019264,0.9872938496214982,3,0.0018029077963275138,4,mse,recon,0.9104872195541652,0.9840226568176211,0.015286684033039184,0.0016800480640398563,0.8613063975579622,False,0.0,,,,,,,relu,fedadam,512,1.0059796019874387,10,8.0,8.0,-8.0,0.24759332923445315,3,256,5.0,"[256, 233, 117, 115]","[42, 43, 44, 45]",70,0.91015625,0.5021459227467812,0.9829059829059829,3,0.0018029077963275138,4,sgd,mse,120,recon,,,,,,,0.9104872195541652,0.9840226568176211,True,0.015286684033039184,0.0016800480640398563,0.8613063975579622,False,,,,0.0,PRUNED
31,0.7455572149589512,leakyrelu,64,0.4854783858493432,6,5.0,0.34217569463082453,597,,107,,,,2,0.0021317794547913403,1,mse,recon,0.899461343966533,0.9763694315564546,0.007080234191630722,0.0003043152642644952,0.5954018272937801,False,0.0001,,,,,,,leakyrelu,fedadam,64,0.4854783858493432,6,5.0,5.0,-5.0,0.34217569463082453,5,597,,[597],"[42, 43, 44, 45]",107,,,,2,0.0021317794547913403,1,sgd,mse,120,recon,,,,,,,0.899461343966533,0.9763694315564546,True,0.007080234191630722,0.0003043152642644952,0.5954018272937801,False,,,,0.0001,PRUNED
32,0.7672681445353293,leakyrelu,512,0.4302685203621334,8,5.0,0.29401090277486375,465,,97,0.5482915641406412,,,2,0.0031465022996976415,2,mse,recon,0.9317942707111867,0.9728613129087217,0.00807657736734518,0.000967973149395567,0.6652637567668447,False,0.0001,,,,,,,leakyrelu,fedadam,512,0.4302685203621334,8,5.0,5.0,-5.0,0.29401090277486375,5,465,,"[465, 254]","[42, 43, 44, 45]",97,0.546236559139785,,,2,0.0031465022996976415,2,sgd,mse,120,recon,,,,,,,0.9317942707111867,0.9728613129087217,True,0.00807657736734518,0.000967973149395567,0.6652637567668447,False,,,,0.0001,PRUNED
33,0.7672520620821501,leakyrelu,512,0.5542335273615043,4,6.0,0.21989462926875095,558,,120,0.6507726164898762,0.8665163980645226,,1,0.0028845721203891958,3,mse,recon,0.948991726656812,0.9811915294262229,0.010639536395681598,0.0005757125528216741,0.7572788005851006,False,0.0001,,,,,,,leakyrelu,fedadam,512,0.5542335273615043,4,6.0,6.0,-6.0,0.21989462926875095,10,558,,"[558, 363, 314]","[42, 43, 44, 45]",120,0.6505376344086021,0.8650137741046832,,1,0.0028845721203891958,3,sgd,mse,120,recon,,,,,,,0.948991726656812,0.9811915294262229,True,0.010639536395681598,0.0005757125528216741,0.7572788005851006,False,,,,0.0001,PRUNED
34,0.7263745675672371,leakyrelu,512,0.26610444525530846,7,3.0,0.39729739655329593,349,1.0,82,,,,5,0.0009988574054800145,1,mse,recon,0.9188674286723615,0.9783242877600331,0.006188895641617247,0.0001378210291064839,0.8919821264285444,False,1e-05,0.5335890343424765,0.5286357928255441,0.6597749138662617,0.6639838077039596,0.7919413631993015,0.7874476982157945,leakyrelu,fedadam,512,0.26610444525530846,7,3.0,3.0,-3.0,0.39729739655329593,2,349,1.0,[349],"[42, 43, 44, 45]",82,,,,5,0.0009988574054800145,1,sgd,mse,120,recon,0.7263745675672371,0.004225105341137846,0.5276059424987909,0.014408657997880112,0.7258581385327816,0.6597749138662617,0.9188674286723615,0.9783242877600331,True,0.006188895641617247,0.0001378210291064839,0.8919821264285444,False,0.5335890343424765,0.5286357928255441,0.5335890343424765,1e-05,COMPLETE
35,0.7854775388989559,leakyrelu,128,0.8673213346755039,2,5.0,0.15543071391387106,677,,116,0.5014828291049723,,,3,0.007030710390923307,2,mse,recon,0.9051499851226246,0.9752575079860945,0.005164856583931292,0.00023883612079612346,0.5214001180232138,False,0.0001,0.5054434829077922,0.5062049750113371,0.7910374434791444,0.7960649971022182,0.7806995978857485,0.7755971206116954,leakyrelu,fedadam,128,0.8673213346755039,2,5.0,5.0,-5.0,0.15543071391387106,3,677,,"[677, 339]","[42, 43, 44, 45]",116,0.5007385524372231,,,3,0.007030710390923307,2,sgd,mse,120,recon,0.7854775388989559,0.004252610138461973,0.5050230470080403,0.00786456936258173,0.7858685206824465,0.7806995978857485,0.9051499851226246,0.9752575079860945,True,0.005164856583931292,0.00023883612079612346,0.5214001180232138,False,0.5054434829077922,0.5062049750113371,0.5054434829077922,0.0001,COMPLETE
36,0.7274321726212317,leakyrelu,64,0.36710790541036603,12,4.0,0.362513122945161,579,1.0,96,,,,2,0.0012469071881717091,1,huber,recon,0.9302937764648752,0.9729405739866349,0.012883524996303087,0.0004018256113984012,0.6248737830584997,False,0.0001,,,,,,,leakyrelu,fedadam,64,0.36710790541036603,12,4.0,4.0,-4.0,0.362513122945161,5,579,1.0,[579],"[42, 43, 44, 45]",96,,,,2,0.0012469071881717091,1,sgd,huber,120,recon,,,,,,,0.9302937764648752,0.9729405739866349,True,0.012883524996303087,0.0004018256113984012,0.6248737830584997,False,,,,0.0001,PRUNED
37,0.6901230569338835,elu,512,0.740978460458398,8,4.0,0.09385304979486207,472,,107,0.5542893968711347,0.7182732283161731,,1,0.002140316650847041,3,mse,recon,0.8884403173249739,0.9773778164323778,0.0030757460692246944,0.0007024737991057217,0.7720707793667186,False,0.0,,,,,,,elu,fedadam,512,0.740978460458398,8,4.0,4.0,-4.0,0.09385304979486207,10,472,,"[472, 261, 187]","[42, 43, 44, 45]",107,0.5529661016949152,0.7164750957854407,,1,0.002140316650847041,3,sgd,mse,120,recon,,,,,,,0.8884403173249739,0.9773778164323778,True,0.0030757460692246944,0.0007024737991057217,0.7720707793667186,False,,,,0.0,PRUNED
38,0.7565730779616175,gelu,512,0.565617188064975,4,8.0,0.27988220174091405,243,5.0,117,,,,5,0.0042268012519979,1,huber,recon,0.8502324023533792,0.9818124309567314,0.00790205648650014,0.00016759476627540502,0.417615499894899,False,0.0001,,,,,,,gelu,fedadam,512,0.565617188064975,4,8.0,8.0,-8.0,0.27988220174091405,2,243,5.0,[243],"[42, 43, 44, 45]",117,,,,5,0.0042268012519979,1,sgd,huber,120,recon,,,,,,,0.8502324023533792,0.9818124309567314,True,0.00790205648650014,0.00016759476627540502,0.417615499894899,False,,,,0.0001,PRUNED
39,0.7912785709043902,leakyrelu,128,0.1350986408034884,6,3.0,0.1968741968160599,408,,63,0.6875972077730496,,,4,0.0005612549816347589,2,mse,recon,0.9371335827018934,0.9784022286317214,0.010351960545875442,0.00011908579768539407,0.7161694687638402,False,1e-05,0.5472064349570319,0.5423991386155753,0.7723762656626041,0.7779120236300926,0.8126402554563912,0.804853896058076,leakyrelu,fedadam,128,0.1350986408034884,6,3.0,3.0,-3.0,0.1968741968160599,2,408,,"[408, 280]","[42, 43, 44, 45]",63,0.6862745098039216,,,4,0.0005612549816347589,2,sgd,mse,120,recon,0.7912785709043902,0.0050810907676536185,0.540598300775627,0.007965375203073884,0.7925082605594976,0.7723762656626041,0.9371335827018934,0.9784022286317214,True,0.010351960545875442,0.00011908579768539407,0.7161694687638402,False,0.5472064349570319,0.5423991386155753,0.5472064349570319,1e-05,COMPLETE
40,0.8016099373566399,elu,64,0.19332474499942173,10,5.0,0.33784574559997715,369,5.0,121,,,,1,0.0026917819663303077,1,mse,recon,0.8625693166251797,0.9855035040383607,0.0038092082426184667,0.0003471526008662913,0.5572213155595576,False,1e-10,0.5529691819035415,0.5527171201742056,0.781958881606801,0.7822623713168535,0.8324508647244002,0.8207702177899334,elu,fedadam,64,0.19332474499942173,10,5.0,5.0,-5.0,0.33784574559997715,10,369,5.0,[369],"[42, 43, 44, 45]",121,,,,1,0.0026917819663303077,1,sgd,mse,120,recon,0.8016099373566399,0.004819881030412501,0.552808940103417,0.0025626460272920033,0.8072048731656006,0.781958881606801,0.8625693166251797,0.9855035040383607,True,0.0038092082426184667,0.0003471526008662913,0.5572213155595576,False,0.5529691819035415,0.5527171201742056,0.5529691819035415,1e-10,COMPLETE
41,0.7884383494004978,elu,64,0.19960858753990424,13,5.0,0.3324610186115422,370,5.0,121,,,,1,0.0044665080020221525,1,mse,recon,0.8630015583080772,0.9858421067542408,0.004614862171606859,0.0004997260967745377,0.5701764443717275,False,1e-10,0.5613270522974327,0.5602120872777976,0.7616661962475609,0.7584677644131709,0.8289408513833144,0.8176624086681306,elu,fedadam,64,0.19960858753990424,13,5.0,5.0,-5.0,0.3324610186115422,10,370,5.0,[370],"[42, 43, 44, 45]",121,,,,1,0.0044665080020221525,1,sgd,mse,120,recon,0.7884383494004978,0.0026070290168948382,0.5601009066622635,0.006347005783477008,0.7953035238154377,0.7616661962475609,0.8630015583080772,0.9858421067542408,True,0.004614862171606859,0.0004997260967745377,0.5701764443717275,False,0.5613270522974327,0.5602120872777976,0.5613270522974327,1e-10,COMPLETE
42,0.7859589687519404,elu,64,0.14334552200301362,10,5.0,0.3609457729339568,449,5.0,110,,,,2,0.001894244636369234,1,mse,recon,0.8642610935908964,0.9832895242059237,0.003794056328869414,0.000324143907088511,0.6283506126384234,False,1e-10,0.565030304398795,0.5634146711488199,0.7569884615601732,0.7557884041925633,0.8280755624801248,0.816015794791896,elu,fedadam,64,0.14334552200301362,10,5.0,5.0,-5.0,0.3609457729339568,5,449,5.0,[449],"[42, 43, 44, 45]",110,,,,2,0.001894244636369234,1,sgd,mse,120,recon,0.7859589687519404,0.0060797597627320794,0.5638449576246469,0.004679562316525368,0.792532012020149,0.7569884615601732,0.8642610935908964,0.9832895242059237,True,0.003794056328869414,0.000324143907088511,0.6283506126384234,False,0.565030304398795,0.5634146711488199,0.565030304398795,1e-10,COMPLETE
43,0.7476373788435593,elu,64,0.12365897393660535,10,5.0,0.25155385866465957,769,5.0,123,,,,1,0.002610698590614074,1,mse,recon,0.880491056173924,0.9905014917936746,0.002030246880487469,0.000407289226175461,0.5701413187272565,False,1e-10,,,,,,,elu,fedadam,64,0.12365897393660535,10,5.0,5.0,-5.0,0.25155385866465957,10,769,5.0,[769],"[42, 43, 44, 45]",123,,,,1,0.002610698590614074,1,sgd,mse,120,recon,,,,,,,0.880491056173924,0.9905014917936746,True,0.002030246880487469,0.000407289226175461,0.5701413187272565,False,,,,1e-10,PRUNED
44,0.7448111596583629,elu,64,0.6559553850916917,9,5.0,0.3205110819896406,179,5.0,104,0.59849215798576,0.5950426300020482,,2,0.0035617823612654016,3,mse,recon,0.8724021021666917,0.9853905255993025,0.002684410357538334,0.0002234519695584413,0.4981430683758154,False,1e-10,,,,,,,elu,fedadam,64,0.6559553850916917,9,5.0,5.0,-5.0,0.3205110819896406,5,179,5.0,"[179, 107, 63]","[42, 43, 44, 45]",104,0.5977653631284916,0.5887850467289719,,2,0.0035617823612654016,3,sgd,mse,120,recon,,,,,,,0.8724021021666917,0.9853905255993025,True,0.002684410357538334,0.0002234519695584413,0.4981430683758154,False,,,,1e-10,PRUNED
45,0.8298266455613136,gelu,512,0.1792120028727341,5,6.0,0.2908441567332306,272,5.0,128,,,,1,0.007590552234965266,1,mse,recon,0.8583234274271272,0.9888640607074707,0.006022614616502846,0.0002384084221315471,0.42360801078013277,True,0.0001,0.5257401009707569,0.5270744865140251,0.8371601739421685,0.8337911246262519,0.8373281323796997,0.8267045695100679,gelu,fedadam,512,0.1792120028727341,5,6.0,6.0,-6.0,0.2908441567332306,10,272,5.0,[272],"[42, 43, 44, 45]",128,,,,1,0.007590552234965266,1,sgd,mse,120,recon,0.8298266455613136,0.011682664987109863,0.5266960931458055,0.0070658357496786,0.837244153160934,0.8371601739421685,0.8583234274271272,0.9888640607074707,True,0.006022614616502846,0.0002384084221315471,0.42360801078013277,True,0.5257401009707569,0.5270744865140251,0.5257401009707569,0.0001,COMPLETE
46,0.7140613621737878,gelu,512,0.1679913084338003,2,6.0,0.28467055547249587,285,5.0,88,,,,1,0.008212849351515629,1,huber,recon+kl,0.8580571747713561,0.9883099772252979,0.005868311436245055,0.0006420450501138266,0.3239349456100826,True,1e-08,,,,,,,gelu,fedadam,512,0.1679913084338003,2,6.0,6.0,-6.0,0.28467055547249587,10,285,5.0,[285],"[42, 43, 44, 45]",88,,,,1,0.008212849351515629,1,sgd,huber,120,recon+kl,,,,,,,0.8580571747713561,0.9883099772252979,True,0.005868311436245055,0.0006420450501138266,0.3239349456100826,True,,,,1e-08,PRUNED
47,0.8119427591679981,gelu,512,0.19646289151205315,4,6.0,0.26085569817176957,220,5.0,78,,,,1,0.0047176532298397935,1,mse,recon,0.8530009990612166,0.9897312018883176,0.008233722943056151,0.0003473269783329004,0.25589113547675335,True,0.0001,,,,,,,gelu,fedadam,512,0.19646289151205315,4,6.0,6.0,-6.0,0.26085569817176957,10,220,5.0,[220],"[42, 43, 44, 45]",78,,,,1,0.0047176532298397935,1,sgd,mse,120,recon,,,,,,,0.8530009990612166,0.9897312018883176,True,0.008233722943056151,0.0003473269783329004,0.25589113547675335,True,,,,0.0001,PRUNED
48,0.7032468091472055,gelu,512,0.15238115061871835,5,6.0,0.30971045726675334,132,5.0,119,,,,1,0.013610749641752082,1,mse,recon+kl,0.8664807261009733,0.9934377927440639,0.004781361798843235,0.00017942226660083016,0.41808094584137295,True,1e-10,,,,,,,gelu,fedadam,512,0.15238115061871835,5,6.0,6.0,-6.0,0.30971045726675334,10,132,5.0,[132],"[42, 43, 44, 45]",119,,,,1,0.013610749641752082,1,sgd,mse,120,recon+kl,,,,,,,0.8664807261009733,0.9934377927440639,True,0.004781361798843235,0.00017942226660083016,0.41808094584137295,True,,,,1e-10,PRUNED
49,0.710313768367514,gelu,512,0.12344214359774881,6,6.0,0.1622199109210018,391,5.0,95,,,,1,0.006786544353336057,1,mse,recon,0.8720971539769727,0.9921195002603446,0.003927572897366833,0.000426938885559387,0.4287784792551513,True,0.0001,,,,,,,gelu,fedadam,512,0.12344214359774881,6,6.0,6.0,-6.0,0.1622199109210018,10,391,5.0,[391],"[42, 43, 44, 45]",95,,,,1,0.006786544353336057,1,sgd,mse,120,recon,,,,,,,0.8720971539769727,0.9921195002603446,True,0.003927572897366833,0.000426938885559387,0.4287784792551513,True,,,,0.0001,PRUNED
50,0.7261107359518743,relu,512,0.10333740701756647,12,4.0,0.22079722893461606,316,1.0,48,0.7579333241702355,0.9206871634791236,0.7955166823850587,3,0.007617282475997765,4,mse,recon,0.859664154433234,0.9828714173585521,0.007382405961645343,0.00011881897515010136,0.27020439361448867,True,0.0,,,,,,,relu,fedadam,512,0.10333740701756647,12,4.0,4.0,-4.0,0.22079722893461606,3,316,1.0,"[316, 239, 220, 175]","[42, 43, 44, 45]",48,0.7563291139240507,0.9205020920502092,0.7954545454545454,3,0.007617282475997765,4,sgd,mse,120,recon,,,,,,,0.859664154433234,0.9828714173585521,True,0.007382405961645343,0.00011881897515010136,0.27020439361448867,True,,,,0.0,PRUNED
51,0.782369979687303,leakyrelu,64,0.28165163296619566,7,6.0,0.3161932883260582,430,,128,0.7929302617258212,,,2,0.0026057898976894127,2,mse,recon,0.899540875822804,0.9884378218414226,0.006388427326184118,0.0002501199969867761,0.02484029951986516,True,0.0001,0.5127440581362749,0.5103320353294156,0.7610116362870009,0.7684232880507901,0.8021542090279072,0.7961756925980494,leakyrelu,fedadam,64,0.28165163296619566,7,6.0,6.0,-6.0,0.3161932883260582,5,430,,"[430, 340]","[42, 43, 44, 45]",128,0.7906976744186046,,,2,0.0026057898976894127,2,sgd,mse,120,recon,0.782369979687303,0.007900736033658942,0.5098570884397327,0.0063535795961366165,0.781582922657454,0.7610116362870009,0.899540875822804,0.9884378218414226,True,0.006388427326184118,0.0002501199969867761,0.02484029951986516,True,0.5127440581362749,0.5103320353294156,0.5127440581362749,0.0001,COMPLETE
52,0.7782189279948292,elu,128,0.8681607382702098,8,5.0,0.3812703325386855,511,5.0,115,,,,2,0.0037096771966832415,1,mse,recon,0.9160478523969722,0.9850377536241725,0.005828079156802087,0.00019293249970512717,0.565572841050964,False,0.0001,0.5519455122958146,0.5491895502040678,0.7540962025888104,0.7543358528980639,0.8094648700420178,0.8008600966523095,elu,fedadam,128,0.8681607382702098,8,5.0,5.0,-5.0,0.3812703325386855,5,511,5.0,[511],"[42, 43, 44, 45]",115,,,,2,0.0037096771966832415,1,sgd,mse,120,recon,0.7782189279948292,0.002250421783639826,0.549046866209043,0.01389178905165441,0.7817805363154141,0.7540962025888104,0.9160478523969722,0.9850377536241725,True,0.005828079156802087,0.00019293249970512717,0.565572841050964,False,0.5519455122958146,0.5491895502040678,0.5519455122958146,0.0001,COMPLETE
53,0.6691840557089122,gelu,64,0.19310818546743297,9,3.0,0.33956622741476816,344,,123,0.7209320512625021,0.8000341050220643,,1,0.001331373283529507,3,mse,recon,0.922696070599025,0.980255833280291,0.005043450038580451,0.0002509107098122676,0.3802347181904148,False,0.0001,,,,,,,gelu,fedadam,64,0.19310818546743297,9,3.0,3.0,-3.0,0.33956622741476816,10,344,,"[344, 248, 198]","[42, 43, 44, 45]",123,0.7209302325581395,0.7983870967741935,,1,0.001331373283529507,3,sgd,mse,120,recon,,,,,,,0.922696070599025,0.980255833280291,True,0.005043450038580451,0.0002509107098122676,0.3802347181904148,False,,,,0.0001,PRUNED
54,0.7945137312984885,relu,256,0.2324213484673564,5,5.0,0.29496359773910735,556,2.0,110,0.55000990429047,,,3,0.005830277753986289,2,mse,recon,0.8550456423223853,0.9716071246573182,0.008936164411846595,0.0008282917571944214,0.7126479569218527,True,0.0001,0.4794191735300814,0.4765994131992074,0.78079236453341,0.7841016806192973,0.8120391821481595,0.8044724743668631,relu,fedadam,256,0.2324213484673564,5,5.0,5.0,-5.0,0.29496359773910735,3,556,2.0,"[556, 305]","[42, 43, 44, 45]",110,0.5485611510791367,,,3,0.005830277753986289,2,sgd,mse,120,recon,0.7945137312984885,0.022661914273181608,0.4780019530625224,0.021186365600918255,0.7964157733407848,0.78079236453341,0.8550456423223853,0.9716071246573182,True,0.008936164411846595,0.0008282917571944214,0.7126479569218527,True,0.4794191735300814,0.4765994131992074,0.4794191735300814,0.0001,COMPLETE
55,0.7911668537170636,relu,256,0.23921168425125067,2,6.0,0.2919284200159295,979,2.0,107,,,,3,0.005021937134473722,1,mse,recon,0.8620909798446007,0.9815338302786476,0.003224767995830292,0.0009204966481130964,0.7218680839185626,True,1e-05,0.5498892915676434,0.5506261660513585,0.7660189089663764,0.7640931683855781,0.8270015015777856,0.8180830809534829,relu,fedadam,256,0.23921168425125067,2,6.0,6.0,-6.0,0.2919284200159295,3,979,2.0,[979],"[42, 43, 44, 45]",107,,,,3,0.005021937134473722,1,sgd,mse,120,recon,0.7911668537170636,0.0038577028469092283,0.5501838544871397,0.006200090372085517,0.7965102052720809,0.7660189089663764,0.8620909798446007,0.9815338302786476,True,0.003224767995830292,0.0009204966481130964,0.7218680839185626,True,0.5498892915676434,0.5506261660513585,0.5498892915676434,1e-05,COMPLETE
