number,values_0,params_activation,params_batch_size,params_beta,params_beta_warmup_rounds,params_clip_abs,params_dropout,params_first_layer,params_grad_clip,params_latent_dim,params_layer_1_dropoff,params_layer_2_dropoff,params_layer_3_dropoff,params_local_epochs,params_lr,params_n_layers,params_recon_type,params_score_type,params_sgd_momentum,params_sgd_nesterov,params_weight_decay,user_attrs_NF-BoT-IoT-v3__test_auroc,user_attrs_NF-BoT-IoT-v3__val_auroc,user_attrs_NF-CICIDS2018-v3__test_auroc,user_attrs_NF-CICIDS2018-v3__val_auroc,user_attrs_NF-ToN-IoT-v3__test_auroc,user_attrs_NF-ToN-IoT-v3__val_auroc,user_attrs_activation,user_attrs_aggregation_method,user_attrs_batch_size,user_attrs_beta,user_attrs_beta_warmup_rounds,user_attrs_clip_abs,user_attrs_clip_max,user_attrs_clip_min,user_attrs_dropout,user_attrs_early_stop_patience,user_attrs_first_layer,user_attrs_grad_clip,user_attrs_hidden_dims,user_attrs_hpo_seeds,user_attrs_latent_dim,user_attrs_layer_1_dropoff,user_attrs_layer_2_dropoff,user_attrs_layer_3_dropoff,user_attrs_local_epochs,user_attrs_lr,user_attrs_n_layers,user_attrs_optimizer,user_attrs_recon_type,user_attrs_rounds,user_attrs_score_type,user_attrs_seed_seen_obj_mean,user_attrs_seed_seen_obj_std,user_attrs_seed_unseen_val_obj_mean,user_attrs_seed_unseen_val_obj_std,user_attrs_seen_test_mean,user_attrs_seen_test_min,user_attrs_sgd_momentum,user_attrs_sgd_nesterov,user_attrs_unseen__test_auroc,user_attrs_unseen__val_auroc,user_attrs_unseen_test_auroc,user_attrs_weight_decay,state
15,0.8453946660471247,relu,256,0.5507915267987034,14,4.0,0.13457894393268097,242,5.0,49,,,,3,0.0059968323356056836,1,mse,recon,0.7471363052981046,False,1e-05,0.8696029192328028,0.8686522674906527,0.8217792661838286,0.8259945306722666,0.7585898622801026,0.7441274348892915,relu,fedavg,256,0.5507915267987034,14,4.0,4.0,-4.0,0.13457894393268097,3,242,5.0,[242],"[42, 43, 44, 45]",49,,,,3,0.0059968323356056836,1,sgd,mse,120,recon,0.8453946660471247,0.0054514499359900985,0.7454934878707138,0.006680977254753541,0.8456910927083157,0.8217792661838286,0.7471363052981046,False,0.7585898622801026,0.7441274348892915,0.7585898622801026,1e-05,COMPLETE
16,0.6790876127359387,relu,256,0.24736798259573692,9,4.0,0.047620468297365624,74,1.0,39,,,,2,0.00284392284763397,1,mse,recon,0.6904521905433019,False,1e-06,,,,,,,relu,fedavg,256,0.24736798259573692,9,4.0,4.0,-4.0,0.047620468297365624,5,74,1.0,[74],"[42, 43, 44, 45]",39,,,,2,0.00284392284763397,1,sgd,mse,120,recon,,,,,,,0.6904521905433019,False,,,,1e-06,PRUNED
17,0.7735844618687681,relu,256,0.4853782094433518,13,3.0,0.21446883768816333,456,,83,0.8988050756150625,,,7,0.011046168043441459,2,mse,recon,0.6438071510016858,False,0.0,0.7441838228514548,0.7475448238844952,0.7936657126567201,0.8003637456933131,0.8162760494579832,0.806370483153351,relu,fedavg,256,0.4853782094433518,13,3.0,3.0,-3.0,0.21446883768816333,2,456,,"[456, 409]","[42, 43, 44, 45]",83,0.8969298245614035,,,7,0.011046168043441459,2,sgd,mse,120,recon,0.7735844618687681,0.013580833469903525,0.8063406850431185,0.004007261113606048,0.7689247677540875,0.7441838228514548,0.6438071510016858,False,0.8162760494579832,0.806370483153351,0.8162760494579832,0.0,COMPLETE
18,0.7325845554821702,gelu,256,1.0148845975661491,10,4.0,0.04666146147642114,687,2.0,101,,,,4,0.0030871949514784153,1,huber,recon+kl,0.861227686041002,False,0.0001,,,,,,,gelu,fedavg,256,1.0148845975661491,10,4.0,4.0,-4.0,0.04666146147642114,2,687,2.0,[687],"[42, 43, 44, 45]",101,,,,4,0.0030871949514784153,1,sgd,huber,120,recon+kl,,,,,,,0.861227686041002,False,,,,0.0001,PRUNED
19,0.7757800254402653,leakyrelu,64,0.17712655344279113,8,4.0,0.1145808949239481,317,5.0,63,0.5169406111623707,,,2,0.011066542268711843,2,mse,recon,0.34921721693842395,False,0.0001,,,,,,,leakyrelu,fedavg,64,0.17712655344279113,8,4.0,4.0,-4.0,0.1145808949239481,5,317,5.0,"[317, 163]","[42, 43, 44, 45]",63,0.5141955835962145,,,2,0.011066542268711843,2,sgd,mse,120,recon,,,,,,,0.34921721693842395,False,,,,0.0001,PRUNED
20,0.8387592061019004,relu,128,0.7632115434115051,14,4.0,0.058162869617297164,161,5.0,42,,,,1,0.018821642868676457,1,mse,recon,0.6641031942956139,False,0.0001,0.8642825826385244,0.860882943144206,0.813995015439155,0.8153191922998038,0.7523057498386463,0.7435414984918363,relu,fedavg,128,0.7632115434115051,14,4.0,4.0,-4.0,0.058162869617297164,10,161,5.0,[161],"[42, 43, 44, 45]",42,,,,1,0.018821642868676457,1,sgd,mse,120,recon,0.8387592061019004,0.002397768904178043,0.7410229922042146,0.007628444007249449,0.8391387990388397,0.813995015439155,0.6641031942956139,False,0.7523057498386463,0.7435414984918363,0.7523057498386463,0.0001,COMPLETE
21,0.857730635315115,relu,256,0.39552468502814175,15,4.0,0.0013120248959703012,247,5.0,59,,,,3,0.01478389779342845,1,mse,recon,0.9306588448819252,False,0.0001,0.9024623899924922,0.9051259335467154,0.8134108489935854,0.8127481019765129,0.6334793231986241,0.6237476855379995,relu,fedavg,256,0.39552468502814175,15,4.0,4.0,-4.0,0.0013120248959703012,3,247,5.0,[247],"[42, 43, 44, 45]",59,,,,3,0.01478389779342845,1,sgd,mse,120,recon,0.857730635315115,0.003909106477482586,0.6217147840729262,0.01204229322959116,0.8579366194930388,0.8134108489935854,0.9306588448819252,False,0.6334793231986241,0.6237476855379995,0.6334793231986241,0.0001,COMPLETE
22,0.8490271688790476,relu,256,0.37720971590310787,15,4.0,0.004464198041579983,282,5.0,61,,,,3,0.007789483756909968,1,mse,recon,0.8699110067821787,False,0.0001,0.9171093216368327,0.9168861465807118,0.7808328582100365,0.7841915159679061,0.695767008943608,0.6826887885955355,relu,fedavg,256,0.37720971590310787,15,4.0,4.0,-4.0,0.004464198041579983,3,282,5.0,[282],"[42, 43, 44, 45]",61,,,,3,0.007789483756909968,1,sgd,mse,120,recon,0.8490271688790476,0.009177195572784088,0.6859911895205677,0.01136390829107894,0.8489710899234346,0.7808328582100365,0.8699110067821787,False,0.695767008943608,0.6826887885955355,0.695767008943608,0.0001,COMPLETE
23,0.761374057750531,relu,256,0.3298245061378236,13,4.0,0.030042719043816737,476,5.0,62,0.6905159656370796,,,3,0.007334844003047381,2,mse,recon,0.8195922058289526,False,0.0001,,,,,,,relu,fedavg,256,0.3298245061378236,13,4.0,4.0,-4.0,0.030042719043816737,3,476,5.0,"[476, 328]","[42, 43, 44, 45]",62,0.6890756302521008,,,3,0.007334844003047381,2,sgd,mse,120,recon,,,,,,,0.8195922058289526,False,,,,0.0001,PRUNED
24,0.840615207932301,relu,256,0.20366364031178588,11,3.0,0.07151525008199999,253,5.0,34,,,,4,0.009558515750805272,1,mse,recon,0.8716452822395624,False,0.0001,0.8924827309146265,0.8901112288334924,0.7925269032686602,0.7902767987180139,0.6991408641787142,0.6872021659036469,relu,fedavg,256,0.20366364031178588,11,3.0,3.0,-3.0,0.07151525008199999,2,253,5.0,[253],"[42, 43, 44, 45]",34,,,,4,0.009558515750805272,1,sgd,mse,120,recon,0.840615207932301,0.002106583406479319,0.6890196007176713,0.006325108191258256,0.8425048170916434,0.7925269032686602,0.8716452822395624,False,0.6991408641787142,0.6872021659036469,0.6991408641787142,0.0001,COMPLETE
